APPCH:010,A,NDBA,GJ,GJ,BI,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBA,GJ,D033I,BI,P,C,EY  , ,   ,CF, ,GJ,BI,D,B,      ,0330,0090,0330,0090,+,02400,     ,     ,+,110,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBA,GJ,FN201,BI,P,C,EE  ,L,   ,CF,Y,GJ,BI,D,B,      ,0210,0050,2010,0040,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBA, ,FN201,BI,P,C,E  F, ,   ,IF, ,GJ,BI,D,B,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   ,GJ,BI,D,B, ,0, ,C;
APPCH:030,N,NDBA, ,GJ,BI,D,B,E  M, ,   ,CF, ,GJ,BI,D,B,      ,    ,    ,2010,0050, ,01840,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBA, , , , , ,  M ,L,   ,CA,Y, , , , ,      ,    ,    ,0210,    ,+,03500,     ,     ,-,130,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBA, ,GJ,BI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,N,NDBA, ,GJ,BI,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,2010,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,RNVA,ABTAR,ABTAR,BI,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,ABTAR,GJI41,BI,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,HAKOF,HAKOF,BI,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,HAKOF,GJI41,BI,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,VIGAZ,VIGAZ,BI,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,VIGAZ,GJI41,BI,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,GJI41,BI,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,GJF42,BI,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3410,0050,+,02100,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,R,RNVA, ,GJM43,BI,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,3410,0050, ,00510,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,ABTAR,BI,P,C,E M ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,ABTAR,BI,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,2710,T010, ,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW04 ,-0900,      ,00082, ,    , ,   ;N65592931,W021195543,0000;
RWY:RW22 ,+0900,      ,00052, ,    , ,   ;N65595659,W021191940,0000;
