SID:050,6,EVKO2B,ESORU,RJ004,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,EVKO2B,ESORU,ESORU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2B,NAXOP,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO2B,NAXOP,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2B,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO2B,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EVKO2C,RW20L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2000,    ,+,00410,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,5,EVKO2C,RW20L,LOKOD,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EVKO2C,RW20L,EVSOB,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,EVKO2C,RW20L,EVKOX,SB,E,A,EB  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2C,BITAK,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO2C,BITAK,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2C,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2C,ESORU,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO2C,ESORU,DOVDA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2C,ESORU,EVLOG,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO2C,ESORU,RJ003,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EVKO2C,ESORU,RJ004,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,EVKO2C,ESORU,ESORU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2C,NAXOP,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO2C,NAXOP,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2C,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO2C,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EVKO2F,RW02R,RJ038,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,A, , , ;
SID:020,4,EVKO2F,RW02R,RJ016,SB,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,    ,    ,+,00400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EVKO2F,RW02R,RJ022,SB,P,C,E   ,R,302,RF, , , , , ,001500,    ,    ,    ,0027, ,     ,     ,     , ,   ,    ,   ,RJ026,SB,P,C, , , , ;
SID:040,4,EVKO2F,RW02R,MALDU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,EVKO2F,RW02R,UTGAT,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,EVKO2F,RW02R,EVSOB,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EVKO2F,RW20L,RJ039,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,A, , , ;
SID:020,4,EVKO2F,RW20L,RJ006,SB,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,    ,    ,+,00400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EVKO2F,RW20L,RJ076,SB,P,C,E   ,L,302,RF, , , , , ,001200,    ,    ,    ,0014, ,     ,     ,     , ,   ,    ,   ,RJ077,SB,P,C, , , , ;
SID:040,4,EVKO2F,RW20L,RJ078,SB,P,C,E   ,R,302,RF, , , , , ,002000,    ,    ,    ,0011,+,01400,     ,     ,-,150,    ,   ,RJ079,SB,P,C, , , , ;
SID:050,4,EVKO2F,RW20L,EVSOB,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EVKO2F, ,EVSOB,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,A, , , ;
SID:020,5,EVKO2F, ,EVKOX,SB,E,A,EB  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2F,BITAK,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,A, , , ;
SID:020,6,EVKO2F,BITAK,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2F,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2F,ESORU,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,A, , , ;
SID:020,6,EVKO2F,ESORU,DOVDA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2F,ESORU,EVLOG,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO2F,ESORU,RJ003,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EVKO2F,ESORU,RJ004,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,EVKO2F,ESORU,ESORU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO2F,NAXOP,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,A, , , ;
SID:020,6,EVKO2F,NAXOP,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO2F,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO2F,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EVKO4A,RW02R, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,0200,    ,+,00500,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,5,EVKO4A,RW02R,MALDU,SB,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,EVKO4A,RW02R,UTGAT,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EVKO4A,RW02R,EVKOX,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO4A,BITAK,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO4A,BITAK,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO4A,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO4A,ESORU,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO4A,ESORU,DOVDA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO4A,ESORU,EVLOG,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO4A,ESORU,RJ003,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EVKO4A,ESORU,RJ004,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,EVKO4A,ESORU,ESORU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EVKO4A,NAXOP,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,07000, ,   ,    ,   ,SBRJ,SB,P,A,C, , , ;
SID:020,6,EVKO4A,NAXOP,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVKO4A,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVKO4A,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EVSO1D,RW20L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2000,    ,+,00410,     ,07000, ,   ,    ,   ,CXI,SB,D, ,A, , , ;
SID:020,2,EVSO1D,RW20L,LOKOD,SB,P,C,E   , ,   ,CF, ,CXI,SB,D, ,      ,1620,0105,1620,0022, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EVSO1D,RW20L,EVSOB,SB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,3,EVSO1D,BITAK,EVSOB,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,220,    ,   ,CXI,SB,D, ,A, , , ;
SID:020,3,EVSO1D,BITAK,VAMIX,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EVSO1D,BITAK,TIVRO,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,EVSO1D,BITAK,BITAK,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EVSO1D,ESORU,EVSOB,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,220,    ,   ,CXI,SB,D, ,A, , , ;
SID:020,3,EVSO1D,ESORU,VAMIX,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EVSO1D,ESORU,RJ317,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,EVSO1D,ESORU,RJ318,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,EVSO1D,ESORU,RJ319,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,3,EVSO1D,ESORU,PAI,SB,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,3,EVSO1D,ESORU,ESORU,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EVSO2B,RW02R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0200,    ,+,00500,     ,07000, ,   ,    ,   ,CXI,SB,D, ,A, , , ;
SID:020,2,EVSO2B,RW02R,OPLOS,SB,P,C,E   ,R,   ,CF, ,CXI,SB,D, ,      ,1319,0149,1320,0063,+,04000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,EVSO2B,RW02R,EVSOB,SB,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,3,EVSO2B,BITAK,EVSOB,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,CXI,SB,D, ,A, , , ;
SID:020,3,EVSO2B,BITAK,VAMIX,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EVSO2B,BITAK,TIVRO,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,EVSO2B,BITAK,BITAK,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EVSO2B,ESORU,EVSOB,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,CXI,SB,D, ,A, , , ;
SID:020,3,EVSO2B,ESORU,VAMIX,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EVSO2B,ESORU,RJ317,SB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,EVSO2B,ESORU,RJ318,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,EVSO2B,ESORU,RJ319,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,3,EVSO2B,ESORU,PAI,SB,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,3,EVSO2B,ESORU,ESORU,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ISRI1A,RW20L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2000,    ,+,00410,     ,07000, ,   ,    ,   ,PCX,SB,D, , , , , ;
SID:020,2,ISRI1A,RW20L,LOKOD,SB,P,C,E   , ,   ,CF, ,CXI,SB,D, ,      ,1620,0105,1620,0022, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ISRI1A,RW20L,LOKUL,SB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ISRI1A,RW20L,OPNIL,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ISRI1A,RW20L,NIPKO,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,240,    ,   , , , , , , , , ;
SID:070,2,ISRI1A,RW20L,PCX,SB,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,ISRI1A,RW20L,ISRIN,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OMNI,RW02R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0200,    ,+,00500,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,2,OMNI,RW02R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PUMS3C,RW20L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2000,    ,+,00410,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,5,PUMS3C,RW20L,LOKOD,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PUMS3C,RW20L,LOKUL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PUMS3C,RW20L,UDIRA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PUMS3C,RW20L,PUMSO,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS3C,ADA,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,6,PUMS3C,ADA,ADA,SB,D, ,VEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS3C,DAKDA,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,6,PUMS3C,DAKDA,BUSVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS3C,DAKDA,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS3C,DAKDA,ASKAV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS3C,DAKDA,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PUMS3C,DAKDA,DAKDA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS3C,IMBAP,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,6,PUMS3C,IMBAP,BUSVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS3C,IMBAP,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS3C,IMBAP,ASKAV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS3C,IMBAP,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PUMS3C,IMBAP,IMBAP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS3C,ISRIN,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,6,PUMS3C,ISRIN,BUSVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS3C,ISRIN,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS3C,ISRIN,ASKAV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS3C,ISRIN,ISRIN,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS3C,MUDKA,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBRJ,SB,P,A,B, , , ;
SID:020,6,PUMS3C,MUDKA,BUSVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS3C,MUDKA,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS3C,MUDKA,ASKAV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS3C,MUDKA,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PUMS3C,MUDKA,TOSAT,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,PUMS3C,MUDKA,MUDKA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
