SID:010,4,BANZI1,RW22L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2220,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANZI1,RW22L,BANZI,PH,P,C,EE  , ,   ,CF, ,HNL,PH,D, ,      ,2101,0090,2080,0090,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANZI1,RW22R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2220,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANZI1,RW22R,BANZI,PH,P,C,EE  , ,   ,CF, ,HNL,PH,D, ,      ,2101,0090,2080,0090,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANZI1,RW26L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2590,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANZI1,RW26L,BANZI,PH,P,C,EE  , ,   ,CF, ,HNL,PH,D, ,      ,2101,0090,1990,0080,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANZI1,RW26R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2590,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANZI1,RW26R,BANZI,PH,P,C,EE  , ,   ,CF, ,HNL,PH,D, ,      ,2101,0090,1970,0090,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BANZI1, ,BANZI,PH,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BANZI1, ,LHAKE,PH,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BANZI1, ,LHAKE,PH,E,A,EE  , ,   ,FM, ,HNL,PH,D, ,      ,2097,0110,2080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEAHI3,RW22L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2220,    ,+,00413,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEAHI3,RW22L,KEAHI,PH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEAHI3,RW22R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2220,    ,+,00413,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEAHI3,RW22R,KEAHI,PH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEAHI3,RW26L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2580,    ,+,00413,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEAHI3,RW26L,KEAHI,PH,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEAHI3,RW26R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2580,    ,+,00413,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEAHI3,RW26R,KEAHI,PH,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KEAHI3,JORDA,KEAHI,PH,E,A,E   , ,   ,IF, ,HNL,PH,D, ,      ,1380,0358,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,3,KEAHI3,JORDA,SETZO,PH,E,A,E   , ,   ,TF, ,HNL,PH,D, ,      ,1250,0434,0820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,3,KEAHI3,JORDA,JORDA,PH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KEAHI3,LNY,KEAHI,PH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,KEAHI3,LNY,LNY,PH,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KEAHI3,UPP,KEAHI,PH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,3,KEAHI3,UPP,SETZO,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,3,KEAHI3,UPP,JORDA,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,KEAHI3,UPP,UPP,PH,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEOLA3,RW04L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0420,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEOLA3,RW04L,KEOLA,PH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEOLA3,RW04R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0420,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEOLA3,RW04R,KEOLA,PH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEOLA3,RW08L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0790,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEOLA3,RW08L,KEOLA,PH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEOLA3,RW08R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0790,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEOLA3,RW08R,KEOLA,PH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEOLA3,RW26L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2590,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEOLA3,RW26L,KEOLA,PH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KEOLA3,RW26R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2590,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KEOLA3,RW26R,KEOLA,PH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
