SID:010,2,ERCA1S,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2670,    ,+,00543,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ERCA1S,RW27,ECN,LC,D, ,VY  , ,   ,CF, ,GKE,LC,D, ,      ,0010,0010,2480,0100,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ERCA1S,RW27,GIRNE,LC,E,A,EE  ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIRN1C,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0870,    ,+,01000,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GIRN1C,RW09, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIRN1C,RW09,D315F,LC,P,C,E   , ,   ,CF, ,GKE,LC,D, ,      ,0010,0010,3600,0040,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GIRN1C,RW09,GIRNE,LC,E,A,EE  , ,   ,CF, ,GKE,LC,D, ,      ,0010,0010,3150,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIRN1D,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2670,    ,+,00543,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GIRN1D,RW27,GKE,LC,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIRN1D,RW27,D315F,LC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GIRN1D,RW27,GIRNE,LC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ERCA1M,ALL,ECN,LC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,ERCA1M,ALL,GKE,LC,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GIRN1M,ALL,GIRNE,LC,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,GIRN1M,ALL,D315F,LC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GIRN1M,ALL,GKE,LC,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D09,GKE,GKE,LC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,06000, ,   ,    ,   , , , , , , , , ;
APPCH:020,A,D09,GKE,DME07,LC,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:030,A,D09,GKE,DME07,LC,P,C,EY  , ,   ,FC, ,GKE,LC,D, ,      ,0010,0010,2230,0043,+,01600,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:040,A,D09,GKE, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:050,A,D09,GKE,DME08,LC,P,C,EE  , ,   ,CF, ,GKE,LC,D, ,      ,0010,0010,0880,0010,+,01600,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,D,D09, ,DME08,LC,P,C,E  I, ,   ,IF, ,GKE,LC,D, ,      ,2680,0080,    ,    , ,01600,     ,06000, ,   ,    ,   , , , , , , , , ;
APPCH:020,D,D09, ,DME07,LC,P,C,E  F, ,   ,TF, ,GKE,LC,D, ,      ,2680,0070,    ,    , ,01600,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:030,D,D09, ,43DME,LC,P,C,EY M, ,   ,TF, ,GKE,LC,D, ,      ,2680,0043,    ,    , ,00673,     ,     , ,   ,-324,   , , , , , , , , ;
APPCH:040,D,D09, ,GKE,LC,D, ,V M , ,   ,CF, ,GKE,LC,D, ,      ,0010,0010,0880,0043,+,00673,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:050,D,D09, ,GKE,LC,D, ,V   , ,   ,FA, ,GKE,LC,D, ,      ,0010,0010,1000,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:060,D,D09, ,GKE,LC,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:070,D,D09, ,GKE,LC,D, ,VE  ,L,   ,HM, ,GKE,LC,D, ,      ,0010,0010,2700,T010,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D27,GKE,GKE,LC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,06000, ,   ,    ,   , , , , , , , , ;
APPCH:020,A,D27,GKE,D108G,LC,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:030,A,D27,GKE,DM07A,LC,P,C,EE  ,L,   ,CF,Y,GKE,LC,D, ,      ,0010,0010,2700,0010,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,D,D27, ,DM07A,LC,P,C,E  F, ,   ,IF, ,GKE,LC,D, ,      ,0900,0070,    ,    , ,02100,     ,06000, ,   ,    ,   , , , , , , , , ;
APPCH:020,D,D27, ,GKE,LC,D, ,VY M, ,   ,TF, ,GKE,LC,D, ,      ,0010,0010,    ,    , ,00570,     ,     , ,   ,-250,   , , , , , , , , ;
APPCH:030,D,D27, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2700,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:040,D,D27, , , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,0900,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:050,D,D27, ,GKE,LC,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:060,D,D27, ,GKE,LC,D, ,VE  ,R,   ,HM, ,GKE,LC,D, ,      ,0010,0010,1080,T010, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
