SID:010,4,BOTP2W,RW16L,TJ931,ZB,P,C,E   , ,   ,CF, ,TAJ,ZB,D, ,      ,1554,0100,1610,0100,+,02960,     ,     , ,   ,    ,   ,TAJ,ZB,D, , , , , ;
SID:020,4,BOTP2W,RW16L,TJ932,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP2W,RW16L,TJ933,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,4,BOTP2W,RW16L,TJ934,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOTP2W,RW16L,TJ813,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BOTP2W,RW16L,TJ836,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP2W,RW16R,TJ911,ZB,P,C,E   , ,   ,CF, ,TAJ,ZB,D, ,      ,1620,0096,1610,0100,+,02960,     ,     , ,   ,    ,   ,TAJ,ZB,D, , , , , ;
SID:020,4,BOTP2W,RW16R,TJ932,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP2W,RW16R,TJ933,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,4,BOTP2W,RW16R,TJ934,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOTP2W,RW16R,TJ813,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BOTP2W,RW16R,TJ836,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP2W,RW34L,TJ899,ZB,P,C,E   , ,   ,CF, ,TAJ,ZB,D, ,      ,3407,0126,3410,0110,+,02960,     ,     , ,   ,    ,   ,TAJ,ZB,D, , , , , ;
