SID:010,5,ABOT1C,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02300,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,ABOT1C,RW30,SK250,UA,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ABOT1C,RW30,SK106,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABOT1C,RW30,SK107,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ABOT1C,RW30,SK109,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ABOT1C,RW30,ABOTO,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ABOT1D,RW12,IFU30,UA,P,C,E   , ,   ,CF, ,UKM,UA,D, ,      ,1254,0143,1240,0139, ,     ,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,ABOT1D,RW12,SK311,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ABOT1D,RW12,SK304,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABOT1D,RW12,ABOTO,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABOT4J,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,ABOT4J,RW30,UKM,UA,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABOT4J,RW30,ABOTO,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABOT4K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,03000,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,ABOT4K,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABOT4K,RW12,ABOTO,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,1419,0427,1420,0370,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABOT4L,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,ABOT4L,RW30, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABOT4L,RW30,ABOTO,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,1419,0427,1420,0390,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADAR1C,RW30,SK099,UA,P,C,E   , ,   ,CF, ,UKM,UA,D, ,      ,3032,0078,3040,0065,+,02500,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,ADAR1C,RW30,SK102,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ADAR1C,RW30,SK104,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADAR1C,RW30,ADARO,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADAR1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,ADAR1D,RW12,SK050,UA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ADAR1D,RW12,SK098,UA,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADAR1D,RW12,SK130,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADAR1D,RW12,SK131,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADAR1D,RW12,SK132,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ADAR1D,RW12,ADARO,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADAR4J,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,ADAR4J,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADAR4J,RW30,ADARO,UA,E,A,EEC , ,   ,CF, ,UKM,UA,D, ,      ,3261,0513,3260,0460,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADAR4K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,03000,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,ADAR4K,RW12, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADAR4K,RW12,ADARO,UA,E,A,EEC , ,   ,CF, ,UKM,UA,D, ,      ,3261,0513,3260,0470,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BANO1C,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02300,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,BANO1C,RW30,SK250,UA,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,08000,06500,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BANO1C,RW30,SK105,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BANO1C,RW30,BANOV,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BANO1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,BANO1D,RW12,SK050,UA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,07000,06500,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BANO1D,RW12,SK052,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BANO1D,RW12,BANOV,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BANO4J,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,BANO4J,RW30, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BANO4J,RW30,BANOV,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,0290,0430,0290,0350,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BANO4K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,03000,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,BANO4K,RW12, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BANO4K,RW12,BANOV,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,0290,0430,0290,0370,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DEVN1C,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02300,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,DEVN1C,RW30,SK250,UA,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DEVN1C,RW30,SK106,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DEVN1C,RW30,SK107,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DEVN1C,RW30,SK108,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DEVN1C,RW30,DEVNA,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DEVN1D,RW12,IFU30,UA,P,C,E   , ,   ,CF, ,UKM,UA,D, ,      ,1254,0143,1240,0139, ,     ,     ,10000,-,250,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,DEVN1D,RW12,SK318,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DEVN1D,RW12,SK320,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DEVN1D,RW12,DEVNA,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEVN4J,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,DEVN4J,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEVN4J,RW30,DEVNA,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,0771,0427,0770,0360,B,FL140,FL130,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEVN4K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,03000,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,DEVN4K,RW12, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEVN4K,RW12,DEVNA,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,0771,0427,0770,0370,B,FL140,FL130,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LASN1C,RW30,SK099,UA,P,C,E   , ,   ,CF, ,UKM,UA,D, ,      ,3032,0078,3040,0065, ,     ,     ,10000,-,230,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,LASN1C,RW30,SK100,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LASN1C,RW30,SK101,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LASN1C,RW30,SK115,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LASN1C,RW30,SK111,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LASN1C,RW30,LASNA,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LASN1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02000,     ,10000, ,   ,    ,   ,UASK,UA,P,A, , , , ;
SID:020,5,LASN1D,RW12,SK050,UA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,LASN1D,RW12,SK098,UA,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LASN1D,RW12,SK099,UA,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LASN1D,RW12,SK100,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LASN1D,RW12,SK101,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LASN1D,RW12,SK111,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LASN1D,RW12,LASNA,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LASN4L,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,LASN4L,RW30, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LASN4L,RW30,LASNA,UA,E,A,EE  , ,   ,CF, ,UKM,UA,D, ,      ,2082,0433,2080,0350,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LASN4M,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1240,    ,+,02500,     ,10000, ,   ,    ,   ,UKM,UA,D, , , , , ;
SID:020,2,LASN4M,RW12, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2480,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
