RWY:RW05 ,     ,      ,00030, ,    , ,   ;S32235190,E115520435,0000;
RWY:RW09 ,     ,      ,00030, ,    , ,   ;
RWY:RW23 ,     ,      ,00030, ,    , ,   ;S32233130,E115522896,0000;
RWY:RW27 ,     ,      ,00030, ,    , ,   ;
