APPCH:010,A,D22,MLS,MLS,K1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D22,MLS,KINSY,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D22,MLS,KINSY,K1,P,C,EE A,R,   ,PI, ,MLS,K1,D, ,      ,0371,0098,3520,0100,+,04600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D22,OBYOC,OBYOC,K1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D22,OBYOC,WYGEE,K1,P,C,EE B,L,   ,AF, ,MLS,K1,D, ,      ,0371,0170,1030,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D22,OCAHO,OCAHO,K1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D22,OCAHO,WYGEE,K1,P,C,EE B,R,   ,AF, ,MLS,K1,D, ,      ,0371,0170,2770,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D22, ,WYGEE,K1,P,C,E  I, ,   ,IF, ,MLS,K1,D, ,      ,0371,0170,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D22, ,KINSY,K1,P,C,E  F, ,   ,CF, ,MLS,K1,D, ,      ,0371,0098,2170,0072,+,04500,     ,     , ,   ,    ,   ,MLS,K1,D, , ,0, ,S;
APPCH:030,D,D22, ,RW22,K1,P,G,G  M, ,   ,CF, ,MLS,K1,D, ,      ,0371,0041,2170,0058, ,02666,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2170,    ,+,03040,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D22, ,MLS,K1,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
