SID:010,2,GIR2C,RW20,D062D,SK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01550,     ,18000, ,   ,    ,   ,GIR,SK,D, , , , , ;
SID:020,2,GIR2C,RW20,GIR,SK,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIR2C,RW20,D242C,SK,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GIR2C,RW20,GIR,SK,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,140,    ,   , , , , , , , , ;
APPCH:010,A,VORA,GIR,GIR,SK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,19000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,GIR,GIR,SK,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,0470,0050,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,GIR,SK,D, ,V  F, ,   ,IF, ,GIR,SK,D, ,      ,0000,0000,    ,    ,+,03000,     ,19000, ,   ,    ,   ,GIR,SK,D, , ,0, ,C;
APPCH:030,V,VORA, ,MA053,SK,P,C,E  M, ,   ,CF, ,GIR,SK,D, ,      ,0530,0047,0530,0047, ,01500,     ,     , ,   ,-300,   , , , , , ,0, ,C;
APPCH:040,V,VORA, ,D053I,SK,P,C,EYM , ,   ,CF, ,GIR,SK,D, ,      ,0530,0090,0530,0043,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORA, ,GIR,SK,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORA, ,GIR,SK,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0470,T010,+,05000,     ,     ,-,140,    ,   , , , , , ,0, ,C;
RWY:RW02 ,     ,      ,00902, ,    , ,   ;N04160909,W074475160,0000;
RWY:RW20 ,     ,      ,00899, ,    , ,   ;N04165992,W074474026,0000;
