APPCH:010,A,R27,EXASA,EXASA,HT,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,EXASA,MP601,HT,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,EXIMA,EXIMA,HT,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,EXIMA,MP601,HT,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,TIKOX,TIKOX,HT,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,TIKOX,MP601,HT,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,R,R27, ,MP601,HT,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,R,R27, ,MP602,HT,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2720,0050, ,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,MP603,HT,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2720,0058, ,04096,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:040,R,R27, ,MP604,HT,P,C,E M , ,010,CF, ,TV,HT,D, ,      ,2340,1308,2720,0040, ,     ,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:050,R,R27, ,MP605,HT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:060,R,R27, ,MP606,HT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:070,R,R27, ,EXASA,HT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:080,R,R27, ,EXASA,HT,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0020,T010,+,06500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
RWY:RW09 ,     ,      ,03509, ,    , ,   ;S06211815,E031042998,0000;
RWY:RW27 ,     ,      ,03553, ,    , ,   ;S06212030,E031053513,0000;
