SID:010,1,BTV1,RW01, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0060,    ,+,00740,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BTV1,RW01, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BTV1,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1460,    ,+,00740,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BTV1,RW15, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BTV1,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1860,    ,+,00740,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BTV1,RW19, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BTV1,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3260,    ,+,00740,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BTV1,RW33, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D01,JRVIS,JRVIS,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D01,JRVIS,BTV,K6,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D01,JRVIS,BTV,K6,D, ,V  A,L,   ,PI, ,BTV,K6,D, ,      ,0000,0000,2610,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D01,JRVIS,BTV,K6,D, ,VE  , ,   ,CF, ,BTV,K6,D, ,      ,0000,0000,0360,0080,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D01, ,BTV,K6,D, ,V  F, ,   ,IF, ,BTV,K6,D, ,      ,0000,0000,    ,    ,+,02200,     ,18000, ,   ,    ,   ,BTV,K6,D, ,B,0, ,S;
APPCH:030,D,D01, ,OTYIJ,K6,P,C,E  M, ,   ,CF, ,BTV,K6,D, ,      ,0360,0039,0360,0039, ,00507,     ,     , ,   ,-406,   , , , , , ,0, ,S;
