SID:010,5,FEXR1A,RW11,BF101,UB,P,C,E   , ,   ,CF, ,FZL,UB,D, ,      ,1090,0058,1100,0070,+,02200,     ,10000,-,210,    ,   ,UBBF,UB,P,A, , , , ;
SID:020,5,FEXR1A,RW11,BF106,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,FEXR1A,RW11,BF123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05500,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FEXR1A,RW11,FEXRI,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FEXR1B,RW29,BF121,UB,P,C,E   , ,   ,CF, ,FZL,UB,D, ,      ,2912,0057,2900,0060,+,02500,     ,10000,-,210,    ,   ,UBBF,UB,P,A, , , , ;
SID:020,5,FEXR1B,RW29,BF122,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,FEXR1B,RW29,BF123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05500,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FEXR1B,RW29,FEXRI,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NETO1A,RW11,BF102,UB,P,C,E   , ,   ,CF, ,FZL,UB,D, ,      ,1095,0088,1100,0100,+,02800,     ,10000,-,210,    ,   ,UBBF,UB,P,A, , , , ;
SID:020,5,NETO1A,RW11,BF103,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NETO1A,RW11,BF104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NETO1A,RW11,BF105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NETO1A,RW11,NETON,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NETO1B,RW29,BF121,UB,P,C,E   , ,   ,CF, ,FZL,UB,D, ,      ,2912,0057,2900,0060,+,02500,     ,10000,-,210,    ,   ,UBBF,UB,P,A, , , , ;
SID:020,5,NETO1B,RW29,BF122,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,NETO1B,RW29,BF123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05500,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NETO1B,RW29,YURDU,UB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NETO1B,RW29,BF104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NETO1B,RW29,BF105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NETO1B,RW29,NETON,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PARS1A,RW11,BF102,UB,P,C,E   , ,   ,CF, ,FZL,UB,D, ,      ,1095,0088,1100,0100,+,02800,     ,10000,-,210,    ,   , , , , , , , , ;
SID:020,5,PARS1A,RW11,BF103,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PARS1A,RW11,BF104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PARS1A,RW11,BF105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PARS1A,RW11,PARSU,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PARS1B,RW29,BF121,UB,P,C,E   , ,   ,CF, ,FZL,UB,D, ,      ,2912,0057,2900,0060,+,02500,     ,10000,-,210,    ,   ,UBBF,UB,P,A, , , , ;
SID:020,5,PARS1B,RW29,BF122,UB,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,PARS1B,RW29,BF123,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05500,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PARS1B,RW29,YURDU,UB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PARS1B,RW29,BF104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PARS1B,RW29,BF105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,PARS1B,RW29,PARSU,UB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,FEXR1C,ALL,FEXRI,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,12000, ,   ,    ,   ,UBBF,UB,P,A, , , , ;
STAR:020,5,FEXR1C,ALL,BF123,UB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,NETO1C,ALL,NETON,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,12000, ,   ,    ,   ,UBBF,UB,P,A, , , , ;
STAR:020,5,NETO1C,ALL,BF105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,NETO1C,ALL,BF104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,NETO1C,ALL,BF103,UB,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PARS1C,ALL,PARSU,UB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,12000, ,   ,    ,   ,UBBF,UB,P,A, , , , ;
STAR:020,5,PARS1C,ALL,BF105,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,PARS1C,ALL,BF104,UB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,PARS1C,ALL,BF103,UB,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I11,BF103,BF103,UB,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,12000,-,210,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11,BF103,BF201,UB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I11,BF103,BF202,UB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,I11,BF103,BF203,UB,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,A,I11,BF103,BF204,UB,P,C,EE  ,L,   ,TF, ,IFL,UB,P,I,      ,    ,    ,    ,    ,+,05200,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I11,BF123,BF123,UB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,12000,-,210,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11,BF123,BF201,UB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I11,BF123,BF202,UB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,I11,BF123,BF203,UB,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,A,I11,BF123,BF204,UB,P,C,EE  ,L,   ,TF, ,IFL,UB,P,I,      ,    ,    ,    ,    ,+,05200,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I11, ,BF204,UB,P,C,E  I, ,   ,IF, ,IFL,UB,P,I,      ,2901,0149,    ,    ,J,05200,04100,12000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I11, ,BF205,UB,P,C,E  F, ,   ,CF, ,IFL,UB,P,I,      ,2901,0108,1100,0041,H,04100,04100,     , ,   ,-300,   ,UBBF,UB,P,A, ,0,N,S;
APPCH:030,I,I11, ,RW11,UB,P,G,GY M, ,   ,CF, ,IFL,UB,P,I,      ,2901,0018,1100,0090, ,01297,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I11, ,BF102,UB,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I11, ,BF107,UB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I11, ,BF201,UB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , ,0,N,S;
APPCH:010,A,I29,BF103,BF103,UB,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,12000,-,210,    ,   , , , , , ,0,N,S;
APPCH:020,A,I29,BF103,BF102,UB,P,C,EE B, ,010,TF, ,IFZ,UB,P,I,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
