APPCH:010,A,I15,CVA,CVA,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I15,CVA,OTALE,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I15,CVA,OTALE,K3,P,C,EE A,R,   ,PI, ,CVA,K3,D, ,      ,2627,0080,2840,0100,+,02700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I15, ,IXIWU,K3,P,C,E  I, ,   ,IF, ,IDVN,K3,P,I,      ,3286,0130,    ,    ,J,02700,02700,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I15, ,OTALE,K3,P,C,E  F, ,   ,CF, ,IDVN,K3,P,I,      ,3286,0070,1490,0060,H,02700,02700,     , ,   ,-300,   ,CVA,K3,D, ,B,0,N,S;
APPCH:030,I,I15, ,RW15,K3,P,G,G  M, ,   ,CF, ,IDVN,K3,P,I,      ,3286,0011,1490,0059, ,00807,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I15, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I15, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3200,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I15, ,OTALE,K3,P,C,E   , ,   ,CF, ,MZV,K5,D, ,      ,3525,0228,3520,0100,+,02700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I15, ,OTALE,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1490,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R03,JUVOD,JUVOD,K3,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R03,JUVOD,YODUP,K5,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R03,YODUP,YODUP,K5,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R03, ,YODUP,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R03, ,HODRA,K3,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0280,0061,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R03, ,LICBI,K3,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,0290,0036,+,01260,     ,     , ,   ,-300,   , , , , , ,A,J,S;
