SID:010,1,CITR1,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1850,    ,+,00500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CITR1,RW17B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CITR1,RW18B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1850,    ,+,00500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CITR1,RW18B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CITR1,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0050,    ,+,00500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CITR1,RW35B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CITR1,RW36B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0050,    ,+,00500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CITR1,RW36B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDANY3,RW17L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1850,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDANY3,RW17L,KAAPE,K7,P,C,E   , ,   ,CF, ,SGJ,K7,D, ,      ,1841,0963,1680,0024,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDANY3,RW17L,KAAPE,K7,P,C,E   , ,   ,FM, ,SGJ,K7,D, ,      ,1841,0963,1400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DDANY3,RW17L,UKAYY,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDANY3,RW17R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1850,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDANY3,RW17R,KAAPE,K7,P,C,E   , ,   ,CF, ,SGJ,K7,D, ,      ,1841,0963,1540,0027,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDANY3,RW17R,KAAPE,K7,P,C,E   , ,   ,FM, ,SGJ,K7,D, ,      ,1841,0963,1400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DDANY3,RW17R,UKAYY,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDANY3,RW18L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1850,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
