SID:010,2,ALDA1C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:020,2,ALDA1C,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0780,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALDA1C,RW14,ALDAZ,UA,E,A,EEC , ,   ,CF, ,ATR,UA,D, ,      ,1178,0433,1180,0390, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALDA1D,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:020,2,ALDA1D,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALDA1D,RW32,ALDAZ,UA,E,A,EEC , ,   ,CF, ,ATR,UA,D, ,      ,1178,0433,1180,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALDA1R,RW14,TG110,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,1409,0073,1410,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,ALDA1R,RW14,TG120,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALDA1R,RW14,ALDAZ,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALDA2S,RW32,TG310,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,3209,0042,3210,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,ALDA2S,RW32,TGN11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALDA2S,RW32,TGE11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALDA2S,RW32,TGE12,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALDA2S,RW32,ALDAZ,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BASP1R,RW14,TG110,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,1409,0073,1410,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,BASP1R,RW14,TGE01,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BASP1R,RW14,BASPU,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BASP1S,RW32,TG310,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,3209,0042,3210,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,BASP1S,RW32,TGN11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BASP1S,RW32,TGE11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BASP1S,RW32,BASPU,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BASP5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:015,2,BASP5C,RW14, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BASP5C,RW14,BASPU,UA,E,A,EE  , ,   ,CF, ,ATR,UA,D, ,      ,0718,0433,0720,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BASP5D,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:015,2,BASP5D,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BASP5D,RW32,BASPU,UA,E,A,EE  , ,   ,CF, ,ATR,UA,D, ,      ,0718,0433,0720,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIST1R,RW14,TG110,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,1409,0073,1410,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,GIST1R,RW14,TGE01,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GIST1R,RW14,TGE03,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GIST1R,RW14,GISTO,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIST1S,RW32,TG310,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,3209,0042,3210,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,GIST1S,RW32,TGN11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GIST1S,RW32,TGN12,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GIST1S,RW32,GISTO,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIST5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:020,2,GIST5C,RW14, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIST5C,RW14,GISTO,UA,E,A,EE  , ,   ,CF, ,ATR,UA,D, ,      ,0585,0432,0590,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIST5D,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:015,2,GIST5D,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0990,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,GIST5D,RW32,GISTO,UA,E,A,EE  , ,   ,CF, ,ATR,UA,D, ,      ,0585,0432,0590,0400, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOGD1R,RW14,TG110,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,1409,0073,1410,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,GOGD1R,RW14,TGE02,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOGD1R,RW14,GOGDI,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOGD1S,RW32,TG310,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,3209,0042,3210,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,GOGD1S,RW32,TGN11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOGD1S,RW32,TGE11,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOGD1S,RW32,GOGDI,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOGD4C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:020,2,GOGD4C,RW14, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0480,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOGD4C,RW14,GOGDI,UA,E,A,EE  , ,   ,CF, ,ATR,UA,D, ,      ,0877,0433,0880,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOGD4D,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,00600,     ,10000, ,   ,    ,   ,ATR,UA,D, , , , , ;
SID:015,2,GOGD4D,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,GOGD4D,RW32,GOGDI,UA,E,A,EE  , ,   ,CF, ,ATR,UA,D, ,      ,0877,0433,0880,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIKN1R,RW14,TG110,UA,P,C,EY  , ,   ,CF, ,ATR,UA,D, ,      ,1409,0073,1410,0048,+,02000,     ,10000, ,   ,    ,   ,UATG,UA,P,A, , , , ;
SID:020,5,NIKN1R,RW14,TGS01,UA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
