SID:010,4,BNICE2,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0600,    , ,     ,     ,18000, ,   ,    ,   ,KPMP,K7,P,A,A, , , ;
SID:020,4,BNICE2,RW06,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNICE2,RW10, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1050,    , ,     ,     ,18000, ,   ,    ,   ,KPMP,K7,P,A,A, , , ;
SID:020,4,BNICE2,RW10,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNICE2,RW15, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1500,    , ,     ,     ,18000, ,   ,    ,   ,KPMP,K7,P,A,A, , , ;
SID:020,4,BNICE2,RW15,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNICE2,RW24, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2400,    , ,     ,     ,18000, ,   ,    ,   ,KPMP,K7,P,A,A, , , ;
SID:020,4,BNICE2,RW24,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNICE2,RW28, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2850,    , ,     ,     ,18000, ,   ,    ,   ,KPMP,K7,P,A,A, , , ;
SID:020,4,BNICE2,RW28,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNICE2,RW33, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3300,    , ,     ,     ,18000, ,   ,    ,   ,KPMP,K7,P,A,A, , , ;
SID:020,4,BNICE2,RW33,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
