SID:010,5,ALMO2A,RW28, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2780,    ,+,00500,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,5,ALMO2A,RW28,ALMOS,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2A,DAKDA,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2A,DAKDA,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2A,DAKDA,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2A,DAKDA,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2A,DAKDA,DAKDA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2A,EDNAM,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2A,EDNAM,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2A,EDNAM,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2A,EDNAM,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2A,EDNAM,EDNAM,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2A,IMBAP,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2A,IMBAP,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2A,IMBAP,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2A,IMBAP,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2A,IMBAP,IMBAP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2A,SIDUR,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:030,6,ALMO2A,SIDUR,LIXEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2A,SIDUR,SIDUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2A,UKENU,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2A,UKENU,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2A,UKENU,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2A,UKENU,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2A,UKENU,UKENU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ALMO2B,RW33,ALMOS,SB,P,C,EE  , ,010,CF, ,CXI,SB,D, ,      ,3187,0136,3180,0130,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:010,6,ALMO2B,DAKDA,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2B,DAKDA,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2B,DAKDA,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2B,DAKDA,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2B,DAKDA,DAKDA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2B,EDNAM,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2B,EDNAM,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2B,EDNAM,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2B,EDNAM,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2B,EDNAM,EDNAM,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2B,IMBAP,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2B,IMBAP,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALMO2B,IMBAP,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2B,IMBAP,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2B,IMBAP,IMBAP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2B,SIDUR,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:030,6,ALMO2B,SIDUR,LIXEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2B,SIDUR,SIDUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALMO2B,UKENU,ALMOS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ALMO2B,UKENU,GL047,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
