SID:030,6,ALMO2B,UKENU,GL048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALMO2B,UKENU,NIBGU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALMO2B,UKENU,UKENU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EVRA2A,RW10, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0970,    ,+,00430,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,EVRA2A,RW10,VURUK,SB,P,C,E   , ,010,CF, ,CXI,SB,D, ,      ,0953,0111,1000,0084, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EVRA2A,RW10,NUXIS,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EVRA2A,RW15, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,EVRA2A,RW15,VURUK,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EVRA2A,RW15,NUXIS,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:007,6,EVRA2A,SIDUR,NUXIS,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:010,6,EVRA2A,SIDUR,EVRAD,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,EVRA2A,SIDUR,UGROK,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EVRA2A,SIDUR,ILNIB,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EVRA2A,SIDUR,LOBEM,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EVRA2A,SIDUR,LIXEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,EVRA2A,SIDUR,SIDUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0970,    ,+,FL080,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,1,OMNI,RW10, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,06000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,1,OMNI,RW15, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2770,    ,+,06000,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,1,OMNI,RW28, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,06500,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,1,OMNI,RW33, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ORIR1A,RW28, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,2770,    ,+,00440,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,ORIR1A,RW28,EDMAD,SB,P,C,EY  , ,010,CF, ,CXI,SB,D, ,      ,3292,0086,3290,0083, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ORIR1A,RW28,ORIRI,SB,E,A,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,4,ORIR1A,RW33,EDMAD,SB,P,C,EY  , ,010,CF, ,CXI,SB,D, ,      ,3292,0086,3290,0083, ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,ORIR1A,RW33,ORIRI,SB,E,A,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,6,ORIR1A,ADA,ORIRI,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,07000,-,250,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ORIR1A,ADA,UTNOP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ORIR1A,ADA,PUMSO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ORIR1A,ADA,ADA,SB,D, ,VEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ORIR1A,BITAK,ORIRI,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,07000,-,250,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ORIR1A,BITAK,GL168,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ORIR1A,BITAK,SURKU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ORIR1A,BITAK,GL371,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ORIR1A,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ORIR1A,NAXOP,ORIRI,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,07000,-,250,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ORIR1A,NAXOP,GL168,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ORIR1A,NAXOP,SURKU,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ORIR1A,NAXOP,GL371,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ORIR1A,NAXOP,GL369,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,ORIR1A,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ORIR1A,TISVA,ORIRI,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,07000,-,250,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,ORIR1A,TISVA,UTNOP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ORIR1A,TISVA,PUMSO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ORIR1A,TISVA,TISVA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TIVR1A,RW10, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0970,    ,+,00430,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,TIVR1A,RW10,UTMIP,SB,P,C,E   , ,010,CF, ,CXI,SB,D, ,      ,0962,0134,1000,0108, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,TIVR1A,RW10,ISVUL,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:010,5,TIVR1A, ,ISVUL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,07000,-,230,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,5,TIVR1A, ,EVSOB,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TIVR1A, ,TIVRO,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TIVR1A,BITAK,TIVRO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,TIVR1A,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TIVR1A,NAXOP,TIVRO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,TIVR1A,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TIVR1A,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TIVR1B,RW15, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1480,    ,+,00500,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,TIVR1B,RW15,UTMIP,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,TIVR1B,RW15,ISVUL,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:010,5,TIVR1B, ,ISVUL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,07000,-,230,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,5,TIVR1B, ,EVSOB,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TIVR1B, ,TIVRO,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TIVR1B,BITAK,TIVRO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,TIVR1B,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TIVR1B,NAXOP,TIVRO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,TIVR1B,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TIVR1B,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,UGRO1A,RW10, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0970,    ,+,00430,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,UGRO1A,RW10,VURUK,SB,P,C,EE  , ,010,CF, ,CXI,SB,D, ,      ,0953,0111,1000,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,UGRO1A,RW15, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1480,    ,+,00500,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,UGRO1A,RW15,VURUK,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UGRO1A, ,VURUK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,5,UGRO1A, ,UGROK,SB,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,UGRO1A, ,ILNIB,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,UGRO1A, ,LOBEM,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UGRO1A, ,LIXEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,UGRO1A, ,SIDUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,UTMI1A,RW10,UTMIP,SB,P,C,EB  , ,010,CF, ,PCX,SB,D, ,      ,2800,0097,1000,0108, ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:010,4,UTMI1A,RW15,DER15,SB,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,4,UTMI1A,RW15, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,UTMI1A,RW15,UTMIP,SB,P,C,EB  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTMI1A,ADA,UTMIP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:015,6,UTMI1A,ADA,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,UTMI1A,ADA,ADA,SB,D, ,VEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTMI1A,DAKDA,UTMIP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:015,6,UTMI1A,DAKDA,GL054,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,UTMI1A,DAKDA,ASKAV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,UTMI1A,DAKDA,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,UTMI1A,DAKDA,DAKDA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTMI1A,EDNAM,UTMIP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,UTMI1A,EDNAM,GL054,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,UTMI1A,EDNAM,GL057,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,UTMI1A,EDNAM,ISIXI,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,UTMI1A,EDNAM,ENSOD,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,UTMI1A,EDNAM,EDNAM,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTMI1A,ENSOD,UTMIP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBGL,SB,P,A, , , , ;
SID:020,6,UTMI1A,ENSOD,GL054,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,UTMI1A,ENSOD,GL057,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,UTMI1A,ENSOD,ISIXI,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
