APPCH:010,A,R22,NS2EA,NS2EA,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05800,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,NS2EA,NS2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R22,NS2EB,NS2EB,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,NS2EB,NS2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R22,NS2EC,NS2EC,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,NS2EC,NS2EI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R22, ,NS2EI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R22, ,NS2EF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2220,0060,+,01880,     ,     , ,   ,    ,   ,YBNS,YM,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R22, ,NS2EM,YM,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2220,0050, ,00291,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R22, ,NS2EH,YM,P,C,E M ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R22, , , , , , E  , ,010,VM, , , , , ,      ,    ,    ,1500,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW04 ,-0300,      ,00165, ,    , ,   ;S37532520,E147335158,0000;
RWY:RW13 ,-0100,      ,00162, ,    , ,   ;S37530024,E147335676,0000;
RWY:RW22 ,     ,      ,00155, ,    , ,   ;S37530484,E147342844,0000;
RWY:RW31 ,     ,      ,00161, ,    , ,   ;S37532285,E147341680,0000;
