SID:050,4,BANK1B,RW20L,CR404,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BANK1B,RW20L,BANKE,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANK1B,RW20R,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2000,0075,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,BANK1B,RW20R,CR401,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BANK1B,RW20R,CR402,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BANK1B,RW20R,CR403,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,4,BANK1B,RW20R,CR404,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BANK1B,RW20R,BANKE,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DALA1A,RW02B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0200,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,DALA1A,RW02B,CRA,VV,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DALA1A,RW02B,PANCA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DALA1B,RW20B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2000,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,DALA1B,RW20B,CRA,VV,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DALA1B,RW20B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DALA1B,RW20B,PANCA,VV,E,A,EEC , ,   ,CF, ,CRA,VV,D, ,      ,2559,0162,2550,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FURA1A,RW02L,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0200,0050, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,FURA1A,RW02L,FURAL,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FURA1A,RW02R,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0180,0052, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,FURA1A,RW02R,FURAL,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FURA1A,NIT1A,FURAL,VV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,6,FURA1A,NIT1A,RABIN,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FURA1A,NIT1A,NITOM,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KARA1A,RW02B, , , , ,    , ,   ,VD, ,CRA,VV,D, ,      ,    ,    ,0200,0100,+,03000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,KARA1A,RW02B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KARA1A,RW02B,KARAN,VV,E,A,EEC , ,   ,CF, ,CRA,VV,D, ,      ,3556,0393,3560,0220,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KARA1B,RW02B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0200,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,KARA1B,RW02B,CRA,VV,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KARA1B,RW02B,NHATA,VV,E,A,E C ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KARA1B,RW02B,KARAN,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KARA1C,RW20B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2000,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,KARA1C,RW20B,CRA,VV,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KARA1C,RW20B,NHATA,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KARA1C,RW20B,KARAN,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KOPO1A,RW20L,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2010,0073,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,KOPO1A,RW20L,CR401,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,KOPO1A,RW20L,KOPOM,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KOPO1A,RW20R,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2000,0075,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,KOPO1A,RW20R,CR401,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,KOPO1A,RW20R,KOPOM,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,KOPO1A,NIT1B,KOPOM,VV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,6,KOPO1A,NIT1B,TEMMA,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,KOPO1A,NIT1B,NITOM,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NIHO1A,RW02L,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0200,0050, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,NIHO1A,RW02L,CR301,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NIHO1A,RW02L,NIHOA,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NIHO1A,RW02R,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0180,0052, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,NIHO1A,RW02R,CR301,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NIHO1A,RW02R,NIHOA,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NIHO1B,RW20L,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2010,0073,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,NIHO1B,RW20L,CR401,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NIHO1B,RW20L,CR402,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,4,NIHO1B,RW20L,CR406,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,NIHO1B,RW20L,NIHOA,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NIHO1B,RW20R,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2000,0075,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,NIHO1B,RW20R,CR401,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NIHO1B,RW20R,CR402,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,4,NIHO1B,RW20R,CR406,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,NIHO1B,RW20R,NIHOA,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NITO1A,RW02B, , , , ,    , ,   ,VD, ,CRA,VV,D, ,      ,    ,    ,0200,0100,+,03000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,NITO1A,RW02B,PHUSA,VV,E,A,E C ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NITO1A,RW02B,NITOM,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NITO1B,RW20B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2000,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,NITO1B,RW20B,CRA,VV,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NITO1B,RW20B,PHUSA,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NITO1B,RW20B,NITOM,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PANL1A,RW02L,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0200,0050, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,PANL1A,RW02L,CR301,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,PANL1A,RW02L,PANLU,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PANL1A,RW02R,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0180,0052, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,PANL1A,RW02R,CR301,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,PANL1A,RW02R,PANLU,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PANL1A,CHU1A,PANLU,VV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,6,PANL1A,CHU1A,CHUTU,VV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PTH1A,RW02B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0200,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,PTH1A,RW02B,CRA,VV,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PTH1A,RW02B,SUIDA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PTH1B,RW20B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2000,    ,+,02000,     ,09000, ,   ,    ,   ,CRA,VV,D, , , , , ;
SID:020,2,PTH1B,RW20B,CRA,VV,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PTH1B,RW20B, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PTH1B,RW20B,SUIDA,VV,E,A,EEC , ,   ,CF, ,CRA,VV,D, ,      ,2279,0162,2270,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SOTE1B,RW20L,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2010,0073,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,SOTE1B,RW20L,CR401,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SOTE1B,RW20L,CR402,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,4,SOTE1B,RW20L,CR405,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,SOTE1B,RW20L,SOTEN,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SOTE1B,RW20R,CR400,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,2006,0081,2000,0075,+,02000,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,SOTE1B,RW20R,CR401,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SOTE1B,RW20R,CR402,VV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,4,SOTE1B,RW20R,CR405,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,SOTE1B,RW20R,SOTEN,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,THAK1A,RW02L,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0200,0050, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,THAK1A,RW02L,CR301,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,THAK1A,RW02L,CR303,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,THAK1A,RW02L,THAKA,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,THAK1A,RW02R,CR300,VV,P,C,E   , ,010,CF, ,CRA,VV,D, ,      ,0188,0060,0180,0052, ,     ,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,4,THAK1A,RW02R,CR301,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,THAK1A,RW02R,CR303,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,THAK1A,RW02R,THAKA,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,THAK1A,LKH1A,THAKA,VV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,09000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
SID:020,6,THAK1A,LKH1A,LKH,VV,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ANKI1A,RW02B,ANKIN,VV,E,A,E CH, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL130,09000,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,5,ANKI1A,RW02B,CR027,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ANKI1A,RW02B,CR025,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ANKI1A,RW02B,CR021,VV,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BANK1A,RW02B,BANKE,VV,E,A,E CH, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,5,BANK1A,RW02B,CR027,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BANK1A,RW02B,CR025,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BANK1A,RW02B,CR021,VV,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BANK1C,HAP1A,HAPHA,VV,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,4,BANK1C,HAP1A,BANKE,VV,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BANK1C,RW20B,BANKE,VV,E,A,E CH, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,5,BANK1C,RW20B,CR211,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BANK1C,RW20B,CR209,VV,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,COTU2A,KAM1A,KAMGO,VV,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,4,COTU2A,KAM1A,SIMME,VV,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,COTU2A,KAM1A,COTUN,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,COTU2A,VEP1A,VEPAM,VV,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,4,COTU2A,VEP1A,SIMME,VV,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,COTU2A,VEP1A,COTUN,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,COTU2A,RW02B,COTUN,VV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,5,COTU2A,RW02B,CR026,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,COTU2A,RW02B,CR025,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,COTU2A,RW02B,CR021,VV,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,COTU3B,KAM1B,KAMGO,VV,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,4,COTU3B,KAM1B,SIMME,VV,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,COTU3B,KAM1B,COTUN,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,05400,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,COTU3B,VEP1B,VEPAM,VV,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,4,COTU3B,VEP1B,SIMME,VV,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,COTU3B,VEP1B,COTUN,VV,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,05400,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,COTU3B,RW20B,COTUN,VV,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,08000,05400,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,5,COTU3B,RW20B,CR202,VV,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,HUNT2A,NIT1C,NITOM,VV,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,VVCR,VV,P,A, , , , ;
STAR:020,4,HUNT2A,NIT1C,LIGUN,VV,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
