SID:010,5,ARS5W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1787,2476,1170,0036, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,ARS5W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,ARS5W,RW12,SB705,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS5W,RW12,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARS5Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1806,2434,2970,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,ARS5Z,RW30,SB854,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS5Z,RW30,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1787,2476,1170,0036, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,INWI1W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1W,RW12,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1806,2434,2970,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,INWI1Z,RW30,SOVAX,ES,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1Z,RW30,SB708,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,INWI1Z,RW30,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOSL5W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1787,2476,1170,0036, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:015,5,NOSL5W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,NOSL5W,RW12,SB711,ES,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOSL5W,RW12,NOSLI,ES,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOSL5Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1806,2434,2970,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,NOSL5Z,RW30,SOVAX,ES,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOSL5Z,RW30,NOSLI,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETE2W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1787,2476,1170,0036, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,PETE2W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PETE2W,RW12,SB705,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PETE2W,RW12,PETEV,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETE2Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1806,2434,2970,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,PETE2Z,RW30,PETEV,ES,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RESN5Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1806,2434,2970,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,RESN5Z,RW30,SB854,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,RESN5Z,RW30,RESNA,ES,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RESN6W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1787,2476,1170,0036, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,RESN6W,RW12,SB451,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,RESN6W,RW12,TOVRI,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,RESN6W,RW12,RESNA,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TINK5W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1787,2476,1170,0036, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,TINK5W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TINK5W,RW12,SB705,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TINK5W,RW12,PETEV,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TINK5W,RW12,TINKA,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TINK5Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,OSK,ES,D, ,      ,1806,2434,2970,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,TINK5Z,RW30,SB853,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TINK5Z,RW30,TINKA,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
