SID:010,2,ASNO6A,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0750,    ,+,03300,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,2,ASNO6A,RW08,TENBU,UZ,P,C,E C ,R,   ,CF, ,SMK,UA,D, ,      ,1648,0596,1950,0050,+,05500,     ,     ,-,160,    ,   , , , , , , , , ;
SID:030,2,ASNO6A,RW08,ATMAT,UZ,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASNO6A,RW08,ASNOV,UZ,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASNO6A,TKT,ASNOV,UZ,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,3,ASNO6A,TKT,TKT,UZ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASNO6B,RW26,CR,UZ,P,N,EY  , ,   ,CF, ,SMK,UA,D, ,      ,1710,0519,2550,0030,+,03100,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:030,2,ASNO6B,RW26, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0750,    ,+,04000,     ,     ,-,160,    ,   , , , , , , , , ;
SID:040,2,ASNO6B,RW26,TENBU,UZ,P,C,E C ,R,   ,CF, ,SMK,UA,D, ,      ,1648,0596,1900,0070,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASNO6B,RW26,ATMAT,UZ,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ASNO6B,RW26,ASNOV,UZ,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASNO6B,TKT,ASNOV,UZ,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,3,ASNO6B,TKT,TKT,UZ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASNO6C,RW08,TC301,UZ,P,C,E   , ,   ,CF, ,SMK,UA,D, ,      ,1643,0516,0750,0020,+,02900,     ,13000,-,160,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,5,ASNO6C,RW08,TC302,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASNO6C,RW08,TENBU,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASNO6C,RW08,ATMAT,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASNO6C,RW08,ASNOV,UZ,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ASNO6C,TKT,ASNOV,UZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,6,ASNO6C,TKT,TKT,UZ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASNO6D,RW26,TC201,UZ,P,C,E   , ,   ,CF, ,SMK,UA,D, ,      ,1702,0519,2550,0020,+,02900,     ,13000,-,160,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,5,ASNO6D,RW26,TC202,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASNO6D,RW26,TC302,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASNO6D,RW26,TENBU,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASNO6D,RW26,ATMAT,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASNO6D,RW26,ASNOV,UZ,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ASNO6D,TKT,ASNOV,UZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,6,ASNO6D,TKT,TKT,UZ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DODU6A,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0750,    ,+,03300,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,2,DODU6A,RW08,CR,UZ,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,160,    ,   , , , , , , , , ;
SID:030,2,DODU6A,RW08,MASUS,UZ,P,C,E C ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DODU6A,RW08,UKFEK,UZ,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DODU6A,RW08,DODUR,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DODU6B,RW26,CR,UZ,P,N,E   , ,   ,CF, ,SMK,UA,D, ,      ,1710,0519,2550,0030,+,03100,     ,13000, ,   ,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,2,DODU6B,RW26,MASUS,UZ,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DODU6B,RW26,UKFEK,UZ,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DODU6B,RW26,DODUR,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODU6C,RW08,TC301,UZ,P,C,E   , ,   ,CF, ,SMK,UA,D, ,      ,1643,0516,0750,0020,+,02900,     ,13000,-,160,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,5,DODU6C,RW08,TC302,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODU6C,RW08,TC303,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODU6C,RW08,MASUS,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODU6C,RW08,UKFEK,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODU6C,RW08,DODUR,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODU6D,RW26,TC201,UZ,P,C,E   , ,   ,CF, ,SMK,UA,D, ,      ,1702,0519,2550,0020,+,02900,     ,13000,-,160,    ,   ,UZTC,UZ,P,A, , , , ;
SID:020,5,DODU6D,RW26,TC202,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODU6D,RW26,MASUS,UZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
