SID:020,5,ANIT7E,RW02L,EMRIX,WS,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIT7E,RW02L,HOSBA,WS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT7E,RW02L,VANBU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT7E,RW02L,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT7E,RW02L,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANIT7E,RW02L,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANIT7E,RW02L,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANIT8B,RW20C,IBIXU,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,2029,0093,2030,0040,+,01500,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,ANIT8B,RW20C,IBIVA,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIT8B,RW20C,ISNOM,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT8B,RW20C,ASOMI,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT8B,RW20C,UPTEL,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT8B,RW20C,IDKIV,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANIT8B,RW20C,GIXEM,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANIT8B,RW20C,VASTI,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ANIT8B,RW20C,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ANIT8B,RW20C,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ANIT8B,RW20C,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,ANIT8B,RW20C,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANIT8F,RW20R,LEDOX,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,2084,0093,2030,0050,+,01500,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,ANIT8F,RW20R,LETGO,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIT8F,RW20R,ISNOM,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT8F,RW20R,ASOMI,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT8F,RW20R,UPTEL,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT8F,RW20R,IDKIV,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANIT8F,RW20R,GIXEM,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANIT8F,RW20R,VASTI,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ANIT8F,RW20R,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ANIT8F,RW20R,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ANIT8F,RW20R,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,ANIT8F,RW20R,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AROS1C,RW02R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0230,    ,+,03000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,AROS1C,RW02R,AKOMA,WM,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AROS1C,RW02R,AKMET,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AROS1C,RW02R,AROSO,WM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AROS1D,RW20L,UKIBO,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,1953,0072,2030,0015, ,     ,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,AROS1D,RW20L,POVEB,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AROS1D,RW20L,ADPON,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AROS1D,RW20L,SALRU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AROS1D,RW20L,VTK,WS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AROS1D,RW20L,AKOMA,WM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AROS1D,RW20L,AKMET,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,AROS1D,RW20L,AROSO,WM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AROS3A,RW02C,MOXIB,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,0222,0050,0230,0080,+,02000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,AROS3A,RW02C,AKOMA,WM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AROS3A,RW02C,AKMET,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AROS3A,RW02C,AROSO,WM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AROS3E,RW02L,MOLVO,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,0123,0051,0230,0080,+,02000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,AROS3E,RW02L,ATRUM,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AROS3E,RW02L,AKOMA,WM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AROS3E,RW02L,AKMET,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AROS3E,RW02L,AROSO,WM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AROS5B,RW20C,IBIXU,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,2029,0093,2030,0040,+,01500,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,AROS5B,RW20C,IBIVA,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AROS5B,RW20C,DUBOT,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AROS5B,RW20C,ADPON,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AROS5B,RW20C,SALRU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AROS5B,RW20C,VTK,WS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AROS5B,RW20C,AKOMA,WM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,AROS5B,RW20C,AKMET,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,AROS5B,RW20C,AROSO,WM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AROS5F,RW20R,LEDOX,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,2084,0093,2030,0050,+,01500,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,AROS5F,RW20R,LETGO,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AROS5F,RW20R,DUBOT,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AROS5F,RW20R,ADPON,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AROS5F,RW20R,SALRU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AROS5F,RW20R,VTK,WS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AROS5F,RW20R,AKOMA,WM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,AROS5F,RW20R,AKMET,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,AROS5F,RW20R,AROSO,WM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CHA1C,RW02R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0230,    ,+,03000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,2,CHA1C,RW02R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0230,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CHA1D,RW20L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2030,    ,+,03000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,2,CHA1D,RW20L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2030,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1A,RW02C,MOXIB,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,0222,0050,0230,0080,+,02000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,DODS1A,RW02C,EMRIX,WS,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1A,RW02C,HOSBA,WS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1A,RW02C,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1A,RW02C,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODS1A,RW02C,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1B,RW20C,IBIXU,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,2029,0093,2030,0040,+,01500,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,DODS1B,RW20C,IBIVA,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1B,RW20C,DUBOT,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1B,RW20C,ERVIV,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1B,RW20C,MUMDU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODS1B,RW20C,SEBVO,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DODS1B,RW20C,GOTGA,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,DODS1B,RW20C,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,DODS1B,RW20C,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,DODS1B,RW20C,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1C,RW02R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0230,    ,+,03000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,DODS1C,RW02R,HOSBA,WS,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1C,RW02R,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1C,RW02R,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1C,RW02R,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1D,RW20L,UKIBO,WS,P,C,EY  , ,   ,CF, ,VTK,WS,D, ,      ,1953,0072,2030,0015, ,     ,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,DODS1D,RW20L,DUBOT,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1D,RW20L,ERVIV,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1D,RW20L,MUMDU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1D,RW20L,SEBVO,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODS1D,RW20L,GOTGA,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DODS1D,RW20L,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,DODS1D,RW20L,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,DODS1D,RW20L,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1E,RW02L,MOLVO,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,0123,0051,0230,0080,+,02000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,DODS1E,RW02L,EMRIX,WS,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1E,RW02L,HOSBA,WS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1E,RW02L,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1E,RW02L,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODS1E,RW02L,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1F,RW20R,LEDOX,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,2084,0093,2030,0050,+,01500,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
SID:020,5,DODS1F,RW20R,LETGO,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1F,RW20R,DUBOT,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1F,RW20R,ERVIV,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1F,RW20R,MUMDU,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODS1F,RW20R,SEBVO,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DODS1F,RW20R,GOTGA,WS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,DODS1F,RW20R,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,DODS1F,RW20R,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,DODS1F,RW20R,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDBU1A,RW02C,MOXIB,WS,P,C,E   , ,   ,CF, ,VTK,WS,D, ,      ,0222,0050,0230,0080,+,02000,     ,11000, ,   ,    ,   ,VTK,WS,D, ,A, , , ;
