SID:010,1,BENBI6,RW01L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,02630,     ,     , ,   ,    ,   ,KGF,ZH,D, , , , , ;
SID:020,1,BENBI6,RW01L,XSH,ZH,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,1,BENBI6,RW01L, , , , ,    , ,   ,CD, ,XSH,ZH,D, ,      ,    ,    ,0620,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BENBI6,RW01L,XSH,ZH,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,BENBI6,RW01L,SAGUD,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,BENBI6,RW01L,HG,ZH,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,BENBI6,RW01L,REPUV,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,BENBI6,RW01L,VEXAN,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,BENBI6,RW01L,BENBI,ZH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BENBI6,RW01R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,00480,     ,     , ,   ,    ,   ,KGF,ZH,D, , , , , ;
SID:020,1,BENBI6,RW01R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0300,    ,+,01650,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,1,BENBI6,RW01R,XSH,ZH,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BENBI6,RW01R, , , , ,    , ,   ,CD, ,XSH,ZH,D, ,      ,    ,    ,0620,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,BENBI6,RW01R,XSH,ZH,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,BENBI6,RW01R,SAGUD,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,BENBI6,RW01R,HG,ZH,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,BENBI6,RW01R,REPUV,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,BENBI6,RW01R,VEXAN,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,1,BENBI6,RW01R,BENBI,ZH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENBI7,RW01L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0150,    ,+,02630,     ,     , ,   ,    ,   ,ZHEC,ZH,P,A, , , , ;
SID:020,4,BENBI7,RW01L,XSH,ZH,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:010,4,BENBI7,RW01R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,00500,     ,     , ,   ,    ,   ,ZHEC,ZH,P,A, , , , ;
SID:020,4,BENBI7,RW01R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0300,    ,+,01650,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BENBI7,RW01R,XSH,ZH,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:010,5,BENBI7, ,XSH,ZH,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   ,ZHEC,ZH,P,A, , , , ;
SID:020,5,BENBI7, ,EC451,ZH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BENBI7, ,XSH,ZH,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENBI7, ,SAGUD,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BENBI7, ,HG,ZH,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BENBI7, ,REPUV,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BENBI7, ,VEXAN,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BENBI7, ,BENBI,ZH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BENBI8,RW19L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1950,    ,+,03120,     ,     , ,   ,    ,   ,KGF,ZH,D, , , , , ;
SID:020,1,BENBI8,RW19L,KGF,ZH,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,1,BENBI8,RW19L,D015P,ZH,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BENBI8,RW19L,VADBU,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,BENBI8,RW19L,PAVPA,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,BENBI8,RW19L,ONUDU,ZH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,BENBI8,RW19L,BENBI,ZH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
