SID:040,5,SOSO1N,RW27,TATIN,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOSO1N,RW27,UXALU,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SOSO1N,RW27,UPNOP,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SOSO1N,RW27,SOSOK,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TELE1E,RW09,INVIL,WA,P,C,E   , ,010,CF, ,VTW,WB,D, ,      ,1110,6370,0910,0050,+,01500,     ,11000, ,   ,    ,   ,WAEH,WA,P,A,A, , , ;
SID:020,5,TELE1E,RW09,NUVLO,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TELE1E,RW09,UGVAS,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TELE1E,RW09,IKEMO,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TELE1E,RW09,TATIN,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TELE1E,RW09,PAVPU,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TELE1E,RW09,OSELU,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,TELE1E,RW09,TELES,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TELE1F,RW27, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,11000,-,230,    ,   ,WAEH,WA,P,A,B, , , ;
SID:020,5,TELE1F,RW27,UGVAS,WA,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,TELE1F,RW27,IKEMO,WA,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,TELE1F,RW27,TATIN,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TELE1F,RW27,PAVPU,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TELE1F,RW27,OSELU,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TELE1F,RW27,TELES,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IRSE1B,RW09,IRSET,WA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,WAEH,WA,P,A,A, , , ;
STAR:020,5,IRSE1B,RW09,OSALI,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IRSE1B,RW09,OLKOT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,IRSE1B,RW09,RUMAV,WA,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IRSE1C,RW27,IRSET,WA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,WAEH,WA,P,A,A, , , ;
STAR:020,5,IRSE1C,RW27,OSALI,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IRSE1C,RW27,OLKOT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,IRSE1C,RW27,RUMAV,WA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,IRSE1C,RW27,UBMIR,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,IRSE1C,RW27,RIPVU,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,IRSE1C,RW27,OLRAB,WA,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SOSO1P,RW09,SOSOK,WA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,WAEH,WA,P,A,A, , , ;
STAR:020,5,SOSO1P,RW09,OSOPI,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SOSO1P,RW09,OSALI,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SOSO1P,RW09,OLKOT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SOSO1P,RW09,RUMAV,WA,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SOSO1Q,RW27,SOSOK,WA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,WAEH,WA,P,A,A, , , ;
STAR:020,5,SOSO1Q,RW27,OSOPI,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SOSO1Q,RW27,OSALI,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SOSO1Q,RW27,OLKOT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SOSO1Q,RW27,RUMAV,WA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,SOSO1Q,RW27,UBMIR,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,SOSO1Q,RW27,RIPVU,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,SOSO1Q,RW27,OLRAB,WA,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R09,RUMAV,RUMAV,WA,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,13000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,RUMAV,EH407,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R09,RUMAV,EH406,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R09,RUMAV,EH405,WA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,EH405,WA,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,13000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,EH404,WA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0610,0050,+,02700,     ,     , ,   ,    ,   ,WAEH,WA,P,A,A,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R09, ,EH403,WA,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,0610,0030,+,01600,     ,     , ,   ,-350,   , , , , , ,B,J,S;
APPCH:030,R,R09, ,EH402,WA,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0610,0017, ,00954,     ,     , ,   ,-350,   , , , , , ,B,J,S;
APPCH:040,R,R09, ,EH401,WA,P,C,E M ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, ,EH407,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R09, ,RUMAV,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R09, ,RUMAV,WA,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0270,T010,+,12000,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,OLRAB,OLRAB,WA,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,13000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,OLRAB,EH602,WA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R27, ,EH602,WA,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,13000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R27, ,EH601,WA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2710,0050,+,02000,     ,     , ,   ,    ,   ,WAEH,WA,P,A,A,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,RW27,WA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2710,0063, ,00060,     ,     , ,   ,-290,   , , , , , ,B,J,S;
APPCH:040,R,R27, ,OLRAB,WA,P,C,E M ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R27, ,OLRAB,WA,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,2710,T010,+,05000,     ,     ,-,210,    ,   , , , , , ,B,J,S;
RWY:RW09 ,     ,      ,00012, ,    , ,   ;N00280488,E127562687,0000;
RWY:RW27 ,     ,      ,00010, ,    , ,   ;N00280415,E127573970,0000;
