SID:010,5,IBSU1A,RW06, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,0610,    ,+,04200,     ,07000, ,   ,    ,   ,KIV,HK,D, , , , , ;
SID:020,5,IBSU1A,RW06, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,0750,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IBSU1A,RW06,IBSUL,HK,E,A,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IBSU1B,RW24, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,2410,    ,+,04300,     ,07000, ,   ,    ,   ,KIV,HK,D, , , , , ;
SID:020,5,IBSU1B,RW24,IBSUL,HK,E,A,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,NEVO1A,RW06,NEVON,HK,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,08000, ,   ,    ,   ,KIV,HK,D, , , , , ;
STAR:020,5,NEVO1A,RW06,XABUL,HK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,NEVO1B,RW24,NEVON,HK,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,08000, ,   ,    ,   ,KIV,HK,D, , , , , ;
STAR:020,5,NEVO1B,RW24,TEXAV,HK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D06,KIV,KIV,HK,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D06,KIV,FD06,HK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D06,KIV,FD06,HK,P,C,EY  , ,   ,FC, ,KIV,HK,D, ,      ,2450,0085,2000,0043, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D06,KIV,FD06,HK,P,C,EE  ,R,   ,CF,Y,KIV,HK,D, ,      ,2450,0085,0650,0050,+,06300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D06, ,FD06,HK,P,C,E  F, ,   ,IF, ,KIV,HK,D, ,      ,2450,0085,    ,    ,+,06300,     ,08000, ,   ,    ,   ,KIV,HK,D, , ,0, ,S;
APPCH:030,D,D06, ,MD06,HK,P,C,E  M, ,   ,CF, ,KIV,HK,D, ,      ,2450,0015,0650,0070, ,04068,     ,     , ,   ,-301,   , , , , , ,0, ,S;
APPCH:040,D,D06, ,MD06,HK,P,C,E M , ,   ,FD, ,KIV,HK,D, ,      ,2450,0015,0650,0025, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D06, ,KIV,HK,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,FL090,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D06, ,KIV,HK,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,2450,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D24,D117O,D117O,HK,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D24,D117O,CD24,HK,P,C,EE B,L,   ,AF, ,KIV,HK,D, ,      ,0582,0150,1170,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D24, ,CD24,HK,P,C,E  I, ,   ,IF, ,KIV,HK,D, ,      ,0582,0150,    ,    ,+,08000,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D24, ,FD24,HK,P,C,E  F, ,   ,CF, ,KIV,HK,D, ,      ,0582,0095,2380,0055,+,07000,     ,     , ,   ,    ,   ,KIV,HK,D, , ,0, ,S;
APPCH:025,D,D24, ,79VOR,HK,P,C,E S , ,   ,CF, ,KIV,HK,D, ,      ,0582,0079,2380,0016,+,06400,     ,     , ,   ,-349,   , , , , , ,0, ,S;
APPCH:030,D,D24, ,MD24,HK,P,C,E  M, ,   ,CF, ,KIV,HK,D, ,      ,0582,0017,2380,0062, ,04129,     ,     , ,   ,-349,   , , , , , ,0, ,S;
APPCH:040,D,D24, ,MD24,HK,P,C,E M , ,   ,FA, ,KIV,HK,D, ,      ,0582,0017,2380,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D24, ,D117O,HK,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,FL090,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D24, ,D117O,HK,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2970,T010,+,FL090,     ,     ,-,200,    ,   , , , , , ,0, ,S;
APPCH:010,A,R06,AXURA,AXURA,HK,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,08000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,AXURA,UTAKO,HK,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06,NEXES,NEXES,HK,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,08000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,NEXES,UTAKO,HK,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06,XABUL,XABUL,HK,E,A,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,08000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,XABUL,UTAKO,HK,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R06, ,UTAKO,HK,E,A,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,08000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R06, ,EXALI,HK,E,A,E  F, ,010,TF, , , , , ,      ,    ,    ,0620,0050,+,05800,     ,     , ,   ,    ,   ,KIV,HK,D, , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R06, ,UTOLO,HK,E,A,EY M, ,302,TF, , , , , ,      ,    ,    ,0620,0051, ,04116,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:040,R,R06, ,XABUL,HK,E,A,EYM ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL090,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R06, ,XABUL,HK,E,A,EE H,R,010,HM, , , , , ,      ,    ,    ,3400,T010,+,FL090,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R24,TEXAV,TEXAV,HK,E,A,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,08000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,TEXAV,UTETU,HK,E,A,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R24,TEXAV,OKBEL,HK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R24, ,OKBEL,HK,E,A,E  F, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,08000, ,   ,    ,   ,KIV,HK,D, , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R24, ,AVOBA,HK,E,A,EY M, ,302,TF, , , , , ,      ,    ,    ,2560,0040, ,04098,     ,     , ,   ,-305,   , , , , , ,B,J,S;
APPCH:040,R,R24, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,2560,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R24, ,TEXAV,HK,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL090,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R24, ,TEXAV,HK,E,A,EE H,L,010,HM, , , , , ,      ,    ,    ,2860,T010,+,FL090,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW06 ,     ,      ,03736, ,    , ,   ;S00054013,E034424712,0961;
RWY:RW24 ,     ,      ,03795, ,    , ,   ;S00045605,E034440848,0492;
