APPCH:010,A,P11,GGBWB,GGBWB,AG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,12000,-,180,    ,   , , , , , ,P,P,S;
APPCH:020,A,P11,GGBWB,GGBWI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P11,GGBWC,GGBWC,AG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,12000,-,180,    ,   , , , , , ,P,P,S;
APPCH:020,A,P11,GGBWC,GGBWI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P11, ,GGBWI,AG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,12000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P11, ,GGBWF,AG,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,0030,+,01130,     ,     , ,   ,    ,   ,AGGB,AG,P,A, ,P,P,S;
APPCH:030,P,P11, ,GGBWM,AG,P,C,E  M, ,   ,TF, , , , , ,      ,    ,    ,    ,0030, ,00176,     ,     , ,   ,-300,   , , , , , ,P,P,S;
APPCH:040,P,P11, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1040,    ,+,00540,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P11, ,GGBWH,AG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:060,P,P11, , , , , , E  ,L,   ,CA,Y, , , , ,      ,    ,    ,3000,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P29,GGBED,GGBED,AG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,12000,-,180,    ,   , , , , , ,P,P,S;
APPCH:020,A,P29,GGBED,GGBEI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P29,GGBEE,GGBEE,AG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,12000,-,180,    ,   , , , , , ,P,P,S;
APPCH:020,A,P29,GGBEE,GGBEI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P29, ,GGBEI,AG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,12000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P29, ,GGBEF,AG,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,0030,+,01125,     ,     , ,   ,    ,   ,AGGB,AG,P,A, ,P,P,S;
APPCH:030,P,P29, ,GGBEM,AG,P,C,E  M, ,   ,TF, , , , , ,      ,    ,    ,    ,0030, ,00171,     ,     , ,   ,-300,   , , , , , ,P,P,S;
APPCH:040,P,P29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2840,    ,+,00540,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P29, ,GGBEH,AG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:060,P,P29, , , , , , E  ,R,   ,CA,Y, , , , ,      ,    ,    ,0850,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
RWY:RW11 ,-1600,      ,00040, ,    , ,   ;S11180329,E159474281,0000;
RWY:RW29 ,     ,      ,00035, ,    , ,   ;S11181181,E159480301,0000;
