SID:005,2,KENI1E,RW05,P,UN,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10660, ,   ,    ,   ,P,UN,P,N, , , , ;
SID:010,2,KENI1E,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,03450,     ,     ,-,255,    ,   , , , , , , , , ;
SID:020,2,KENI1E,RW05, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENI1E,RW05,KENIK,UN,E,A,EE  , ,   ,CF, ,KRS,UN,D, ,      ,1647,2871,2270,0180,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,KENI1F,RW05,PS,UN,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10660, ,   ,    ,   ,PS,UN,D,B, , , , ;
SID:010,2,KENI1F,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,03450,     ,     ,-,255,    ,   , , , , , , , , ;
SID:020,2,KENI1F,RW05, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENI1F,RW05,KENIK,UN,E,A,EE  , ,   ,CF, ,KRS,UN,D, ,      ,1647,2871,2280,0200,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENI1G,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,02780,     ,10660, ,   ,    ,   ,P,UN,P,N, , , , ;
SID:020,2,KENI1G,RW23,KENIK,UN,E,A,EE  , ,   ,CF, ,KRS,UN,D, ,      ,1647,2871,2270,0170,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENI1H,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,02780,     ,10660, ,   ,    ,   ,PS,UN,D,B, , , , ;
SID:020,2,KENI1H,RW23,KENIK,UN,E,A,EE  , ,   ,CF, ,KRS,UN,D, ,      ,1647,2871,2280,0170,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KENI1K,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,02530,     ,10660, ,   ,    ,   ,UNKY,UN,P,A, , , , ;
SID:020,5,KENI1K,RW05,KY021,UN,P,C,EYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,255,    ,   , , , , , , , , ;
SID:030,5,KENI1K,RW05,KENIK,UN,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KENI1L,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,02520,     ,10660, ,   ,    ,   ,UNKY,UN,P,A, , , , ;
SID:020,5,KENI1L,RW23,KY022,UN,P,C,EYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KENI1L,RW23,KENIK,UN,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KENI1S,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,02520,     ,10660, ,   ,    ,   ,UNKY,UN,P,A, , , , ;
SID:020,5,KENI1S,RW23,KY022,UN,P,C,EYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,KENI1S,RW23,KY026,UN,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,KENI1S,RW23,KY027,UN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,KENI1S,RW23,KY028,UN,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,KENI1S,RW23,KENIK,UN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KENI1T,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,02530,     ,10660, ,   ,    ,   ,UNKY,UN,P,A, , , , ;
SID:020,5,KENI1T,RW05,KY021,UN,P,C,EYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,255,    ,   , , , , , , , , ;
SID:030,5,KENI1T,RW05,KY023,UN,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KENI1T,RW05,KY024,UN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KENI1T,RW05,KENIK,UN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENI1U,RW23, , , , ,    , ,   ,CD, ,KZL,UN,D, ,      ,    ,    ,2300,0031, ,     ,     ,10660,-,250,    ,   ,PS,UN,D,B, , , , ;
SID:020,2,KENI1U,RW23,PS,UN,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENI1U,RW23, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KENI1U,RW23,KENIK,UN,E,A,EE  , ,   ,CF, ,KRS,UN,D, ,      ,1647,2871,2280,0170,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENI1V,RW23, , , , ,    , ,   ,CD, ,KZL,UN,D, ,      ,    ,    ,2300,0031, ,     ,     ,10660,-,250,    ,   ,P,UN,P,N, , , , ;
SID:020,2,KENI1V,RW23,P,UN,P,N,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENI1V,RW23, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KENI1V,RW23,KENIK,UN,E,A,EE  , ,   ,CF, ,KRS,UN,D, ,      ,1647,2871,2270,0170,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
