APPCH:010,A,GPSC,GGFE1,GGFE1,AG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,A,GPSC,GGFE1,GGFEG,AG,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,170,    ,   , , , , , ,P,P,C;
APPCH:030,A,GPSC,GGFE1,GGFEI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,A,GPSC,GGFE2,GGFE2,AG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,A,GPSC,GGFE2,GGFEG,AG,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,170,    ,   , , , , , ,P,P,C;
APPCH:030,A,GPSC,GGFE2,GGFEI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,A,GPSC,GGFE3,GGFE3,AG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,A,GPSC,GGFE3,GGFEE,AG,P,C,E  C, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,170,    ,   , , , , , ,P,P,C;
APPCH:030,A,GPSC,GGFE3,GGFEI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,A,GPSC,GGFED,GGFED,AG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,12000,-,170,    ,   , , , , , ,P,P,C;
APPCH:020,A,GPSC,GGFED,GGFEI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,P,GPSC, ,GGFEI,AG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,12000, ,   ,    ,   , , , , , ,P,P,C;
APPCH:020,P,GPSC, ,GGFEF,AG,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,0050,+,01900,     ,     , ,   ,    ,   ,AGGF,AG,P,A, ,P,P,C;
APPCH:030,P,GPSC, ,GGFEM,AG,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,    ,0050, ,00610,     ,     , ,   , 000,   , , , , , ,P,P,C;
APPCH:040,P,GPSC, ,GGFEH,AG,P,C,EYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:050,P,GPSC, , , , , , E  ,R,   ,VM,Y, , , , ,      ,    ,    ,0650,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,P,P,C;
APPCH:010,A,P18,GGFN1,GGFN1,AG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P18,GGFN1,5NM,AG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:030,A,P18,GGFN1,GGFNA,AG,P,C,E  C, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,150,    ,   , , , , , ,P,P,S;
APPCH:040,A,P18,GGFN1,GGFNI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P18,GGFNC,GGFNC,AG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,12000,-,150,    ,   , , , , , ,P,P,S;
APPCH:020,A,P18,GGFNC,GGFNI,AG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P18, ,GGFNI,AG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,12000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P18, ,GGFNF,AG,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,0030,+,01500,     ,     , ,   ,    ,   ,AGGF,AG,P,A, ,P,P,S;
APPCH:030,P,P18, ,GGFNM,AG,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,    ,0030, ,00388,     ,     , ,   ,-343,   , , , , , ,P,P,S;
APPCH:040,P,P18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,00510,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P18, ,GGFNH,AG,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,130,    ,   , , , , , ,P,P,S;
APPCH:060,P,P18, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0250,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
RWY:RW18 ,     ,      ,00008, ,    , ,   ;S08061149,E159343930,0213;
RWY:RW36 ,     ,      ,00009, ,    , ,   ;S08063507,E159343641,0213;
