SID:010,2,CUEOB1,RW09, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,0870,0085, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CUEOB1,RW09,LUC,LF,D, ,V   ,L,   ,CF,Y,LUC,LF,D, ,      ,0000,0000,2490,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CUEOB1,RW09,CUERS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CUEOB1,RW09,OB,LF,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CUEOB2,RW27,LUC,LF,D, ,V   , ,   ,CF, ,LUC,LF,D, ,      ,0000,0000,2670,0050, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CUEOB2,RW27,CUERS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CUEOB2,RW27,OB,LF,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CUERS1,RW09, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,0870,0085, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CUERS1,RW09,LUC,LF,D, ,V   ,L,   ,CF,Y,LUC,LF,D, ,      ,0000,0000,2490,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CUERS1,RW09,CUERS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CUERS2,RW27,LUC,LF,D, ,V   , ,   ,CF, ,LUC,LF,D, ,      ,0000,0000,2670,0050, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CUERS2,RW27,CUERS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CUTLN1,RW09, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,0870,0085, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CUTLN1,RW09,LUC,LF,D, ,V   ,L,   ,CF,Y,LUC,LF,D, ,      ,0000,0000,2490,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CUTLN1,RW09,CUERS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CUTLN1,RW09,TLN,LF,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CUTLN2,RW27,LUC,LF,D, ,V   , ,   ,CF, ,LUC,LF,D, ,      ,0000,0000,2670,0050, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CUTLN2,RW27,CUERS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CUTLN2,RW27,TLN,LF,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GILON1,RW09, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,0870,0085, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GILON1,RW09,LUC,LF,D, ,V   ,L,   ,CF,Y,LUC,LF,D, ,      ,0000,0000,2490,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GILON1,RW09,GILON,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GILON2,RW27,LUC,LF,D, ,V   , ,   ,CF, ,LUC,LF,D, ,      ,0000,0000,2670,0050, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GILON2,RW27,GILON,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OB1,RW09, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,0870,0085, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,OB1,RW09,LUC,LF,D, ,V   ,L,   ,CF,Y,LUC,LF,D, ,      ,0000,0000,2490,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OB1,RW09,OB,LF,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OB2,RW27,LUC,LF,D, ,V   , ,   ,CF, ,LUC,LF,D, ,      ,0000,0000,2670,0050, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,OB2,RW27,OB,LF,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RUBIT1,RW09, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,0870,0085, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,RUBIT1,RW09,D069A,LF,P,C,EY  ,L,   ,CF,Y,LUC,LF,D, ,      ,0690,0013,2490,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RUBIT1,RW09,RUBIT,LF,E,A,EEC ,L,   ,CF, ,LUC,LF,D, ,      ,1425,0118,1430,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RUBIT2,RW27, , , , ,    , ,   ,CD, ,LUC,LF,D, ,      ,    ,    ,2670,0018, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,RUBIT2,RW27,RUBIT,LF,E,A,EEC ,L,   ,CF, ,LUC,LF,D, ,      ,1425,0118,1430,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D09-Y,GILON,GILON,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09-Y,GILON,LUC,LF,D, ,V  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09-Y,GILON,LUC,LF,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,0870,0050,+,03100,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09-Y,LUC,LUC,LF,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,0870,0050,+,03100,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09-Y,RUBIT,RUBIT,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09-Y,RUBIT,LUC,LF,D, ,V  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09-Y,RUBIT,LUC,LF,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,0870,0050,+,03100,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09-Y,STP,STP,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09-Y,STP,LUC,LF,D, ,V  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09-Y,STP,LUC,LF,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,0870,0050,+,03100,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09-Y,TRETS,TRETS,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09-Y,TRETS,LUC,LF,D, ,V  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09-Y,TRETS,LUC,LF,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,0870,0050,+,03100,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:010,D,D09-Y, ,CF09,LF,P,C,E  I, ,   ,IF, ,LUC,LF,D, ,      ,2670,0045,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:015,D,D09-Y, ,30VOR,LF,P,C,E S , ,   ,CF, ,LUC,LF,D, ,      ,2670,0030,0870,0015,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D09-Y, ,LUC,LF,D, ,V  F, ,   ,CF, ,LUC,LF,D, ,      ,0000,0000,0870,0030,+,02100,     ,     , ,   ,-315,   ,LUC,LF,D, ,A,0, ,S;
APPCH:030,D,D09-Y, ,MA09,LF,P,C,E  M, ,   ,CF, ,LUC,LF,D, ,      ,0870,0050,0870,0050, ,00420,     ,     , ,   ,-315,   , , , , , ,0, ,S;
APPCH:040,D,D09-Y, ,MA09,LF,P,C,E M , ,   ,FD, ,LUC,LF,D, ,      ,0870,0050,0870,0090, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D09-Y, ,LUC,LF,D, ,VE H,L,   ,CF,Y,LUC,LF,D, ,      ,0000,0000,2500,0100, ,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D09-Z,AMFOU,AMFOU,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09-Z,AMFOU,GILON,LF,E,A,E CA, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
