SID:010,1,KUDD1,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1020,    ,+,00480,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KUDD1,RW10, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,KUDD1,RW10,TRM,K2,D, ,VE H, ,   ,CF, ,TRM,K2,D, ,      ,0000,0000,1240,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KUDD1,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00900,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KUDD1,RW28, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,KUDD1,RW28,TRM,K2,D, ,VE H, ,   ,CF, ,TRM,K2,D, ,      ,0000,0000,1240,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,BLH,BLH,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,BLH,DECAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,BLH,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,CLOWD1,BLH,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,DECAS,DECAS,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,DECAS,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,DECAS,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,EED,EED,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,EED,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,EED,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
