SID:010,5,ATUG1B,RW13,JJ700,HS,P,C,E   , ,   ,CF, ,JUB,HS,D, ,      ,1281,0077,1280,0070,-,FL070,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ATUG1B,RW13,JJ767,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATUG1B,RW13,JJ759,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATUG1B,RW13,JJ760,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATUG1B,RW13,ATUGA,HU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATUG1D,RW31,JJ802,HS,P,C,E   , ,   ,CF, ,JUB,HS,D, ,      ,3063,0080,3080,0080,-,FL070,     ,06000,-,230,    ,   , , , , , , , , ;
SID:020,5,ATUG1D,RW31,JJ832,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ATUG1D,RW31,JJ834,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATUG1D,RW31,JJ836,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATUG1D,RW31,JJ860,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATUG1D,RW31,ATUGA,HU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EGBI1B,RW13,JJ700,HS,P,C,E   , ,   ,CF, ,JUB,HS,D, ,      ,1281,0077,1280,0070,-,FL070,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,EGBI1B,RW13,JJ701,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EGBI1B,RW13,JJ703,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EGBI1B,RW13,JJ705,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EGBI1B,RW13,JJ707,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EGBI1B,RW13,JJ709,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,EGBI1B,RW13,DEMRA,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,EGBI1B,RW13,EGBIM,HS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EGBI1D,RW31,JJ802,HS,P,C,E   , ,   ,CF, ,JUB,HS,D, ,      ,3063,0080,3080,0080,-,FL070,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,EGBI1D,RW31,JJ804,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EGBI1D,RW31,JJ806,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EGBI1D,RW31,JJ810,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EGBI1D,RW31,EGBIM,HS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPLA1B,RW13,JJ700,HS,P,C,E   , ,   ,CF, ,JUB,HS,D, ,      ,1281,0077,1280,0070,-,FL070,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,EPLA1B,RW13,JJ701,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPLA1B,RW13,JJ740,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPLA1B,RW13,EPLAS,HK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPLA1D,RW31,JJ802,HS,P,C,E   , ,   ,CF, ,JUB,HS,D, ,      ,3063,0080,3080,0080,-,FL070,     ,06000,-,230,    ,   , , , , , , , , ;
SID:020,5,EPLA1D,RW31,JJ832,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,EPLA1D,RW31,JJ834,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPLA1D,RW31,JJ836,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPLA1D,RW31,JJ860,HS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
