RWY:RW04 ,     ,      ,04844, ,    , ,   ;N43163392,W114241141,0000;
RWY:RW10 ,     ,      ,04837, ,    , ,   ;N43170477,W114235154,0000;
RWY:RW22 ,     ,      ,04842, ,    , ,   ;N43165749,W114232799,0000;
RWY:RW28 ,     ,      ,04844, ,    , ,   ;N43165749,W114233008,0000;
