SID:010,5,AGIL1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,AGIL1E,RW11,AGILA,UA,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGIL1K,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,AGIL1K,RW29,AGILA,UA,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGIL7A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:015,2,AGIL7A,RW11, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AGIL7A,RW11,AGILA,UA,E,A,EE  , ,   ,CF, ,AKT,UA,D, ,      ,0243,0673,0250,0630, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGIL7B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:015,2,AGIL7B,RW29, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AGIL7B,RW29,AGILA,UA,E,A,EE  , ,   ,CF, ,AKT,UA,D, ,      ,0243,0673,0250,0630, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKUK1E,RW11,TE420,UA,P,C,E   , ,   ,CF, ,AKT,UA,D, ,      ,1146,0193,1150,0170, ,     ,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,AKUK1E,RW11,AKUKU,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKUK1K,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,AKUK1K,RW29,AKUKU,UA,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AKUK6A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:020,2,AKUK6A,RW11,AKT,UA,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AKUK6A,RW11,AKUKU,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AKUK6B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:020,2,AKUK6B,RW29, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AKUK6B,RW29,AKUKU,UA,E,A,EEC , ,   ,CF, ,AKT,UA,D, ,      ,1711,0617,1710,0570, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATNU1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,ATNU1E,RW11,ATNUR,UA,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATNU1K,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,ATNU1K,RW29,ATNUR,UA,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATNU6A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:015,2,ATNU6A,RW11, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ATNU6A,RW11,ATNUR,UA,E,A,EE  , ,   ,CF, ,AKT,UA,D, ,      ,3174,0662,3170,0630, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATNU6B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:015,2,ATNU6B,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ATNU6B,RW29,ATNUR,UA,E,A,EE  , ,   ,CF, ,AKT,UA,D, ,      ,3164,0662,3170,0660, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZAB1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,AZAB1E,RW11,AZABI,UR,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZAB1K,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00800,     ,10000, ,   ,    ,   ,UATE,UA,P,A, , , , ;
SID:020,5,AZAB1K,RW29,AZABI,UR,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AZAB6A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00800,     ,10000, ,   ,    ,   ,AKT,UA,D, , , , , ;
SID:015,2,AZAB6A,RW11, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2610,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
