SID:010,5,ALOD6C,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0650,    ,+,00720,     ,04000, ,   ,    ,   ,UNOO,UN,P,A, , , , ;
SID:020,5,ALOD6C,RW07,OO008,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALOD6C,RW07,OO024,UN,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALOD6C,RW07,OO023,UN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALOD6C,RW07,ALODA,UN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALOD6D,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2450,    ,+,00720,     ,04000, ,   ,    ,   ,UNOO,UN,P,A, , , , ;
SID:020,5,ALOD6D,RW25,OO028,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALOD6D,RW25,ALODA,UN,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALOD6H,RW07, , , , ,    , ,   ,CD, ,OMS,UN,D, ,      ,    ,    ,0650,0092, ,     ,     ,04000,-,220,    ,   ,UNOO,UN,P,A, , , , ;
SID:020,2,ALOD6H,RW07,OMS,UN,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,ALOD6H,RW07,ALODA,UN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALOD6J,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0650,    ,+,01800,     ,04000, ,   ,    ,   ,UNOO,UN,P,A, , , , ;
SID:015,2,ALOD6J,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0200,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:017,2,ALOD6J,RW07,RM,UN,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ALOD6J,RW07,ALODA,UN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALOD6K,RW25, , , , ,    , ,   ,CD, ,OMS,UN,D, ,      ,    ,    ,2450,0038, ,     ,     ,04000,-,220,    ,   ,UNOO,UN,P,A, , , , ;
SID:020,2,ALOD6K,RW25, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALOD6K,RW25,ALODA,UN,E,A,EE  , ,   ,CF, ,OMS,UN,D, ,      ,2010,0249,2010,0180,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALOD6L,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2450,    ,+,00800,     ,04000, ,   ,    ,   ,UNOO,UN,P,A, , , , ;
SID:020,2,ALOD6L,RW25, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALOD6L,RW25,ALODA,UN,E,A,EE  , ,   ,CF, ,OMS,UN,D, ,      ,2010,0249,2060,0190,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALOD6M,RW07, , , , ,    , ,   ,CD, ,OMS,UN,D, ,      ,    ,    ,0650,0092, ,     ,     ,04000,-,220,    ,   ,UNOO,UN,P,A, , , , ;
SID:020,2,ALOD6M,RW07, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
