RWY:RW12L,     ,      ,00968, ,    , ,   ;N49555157,E016104582,0000;
RWY:RW12R,     ,      ,00968, ,    , ,   ;N49555071,E016104500,0000;
RWY:RW14 ,     ,      ,00968, ,    , ,   ;N49554728,E016105228,0000;
RWY:RW30L,     ,      ,00981, ,    , ,   ;N49553020,E016113608,0000;
RWY:RW30R,     ,      ,00965, ,    , ,   ;N49554133,E016111139,0000;
RWY:RW32 ,     ,      ,00988, ,    , ,   ;N49552367,E016112660,0000;
