APPCH:010,I,I08TY, ,HUXEL,BG,P,C,E  I, ,   ,IF, ,IITL,BG,P,I,      ,2649,0164,    ,    ,J,05100,01800,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I08TY, ,BELLL,BG,P,C,E  F, ,   ,CF, ,IITL,BG,P,I,      ,2649,0067,085T,0097,H,01800,01800,     , ,   ,-300,   ,THT,BG,D, , ,0,N,S;
APPCH:030,I,I08TY, ,RW08T,BG,P,G,G  M, ,   ,CF, ,IITL,BG,P,I,      ,2650,0018,085T,0049, ,00219,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I08TY, ,ICBRG,BG,P,C,E M , ,   ,CF, ,THT,BG,D, ,      ,2640,0060,084T,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I08TY, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,290T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I08TY, ,HUXEL,BG,P,C,E   , ,   ,CF, ,THT,BG,D, ,      ,2650,0220,265T,0070,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I08TY, ,HUXEL,BG,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,085T,T010,-,08000,     ,     ,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TZ,HUXEL,HUXEL,BG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,085T,T010,+,05100,     ,09000,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TZ,MAARE,MAARE,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I08TZ,MAARE,D271V,BG,P,C,E   ,L,   ,AF, ,THT,BG,D, ,      ,2710,0220,360T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,I08TZ,MAARE, , , , , E  , ,   ,VI, ,IITL,BG,P,I,      ,    ,    ,115T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TZ,MRTNN,MRTNN,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08TZ,MRTNN,D259V,BG,P,C,E   ,R,   ,AF, ,THT,BG,D, ,      ,2590,0220,205T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I08TZ,MRTNN, , , , , E  , ,   ,VI, ,IITL,BG,P,I,      ,    ,    ,055T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I08TZ, ,HUXEL,BG,P,C,E  I, ,   ,IF, ,IITL,BG,P,I,      ,2649,0164,    ,    ,J,05100,01800,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I08TZ, ,BELLL,BG,P,C,E  F, ,   ,CF, ,IITL,BG,P,I,      ,2649,0067,085T,0097,H,01800,01800,     , ,   ,-300,   ,THT,BG,D, , ,0,N,S;
APPCH:030,I,I08TZ, ,RW08T,BG,P,G,G  M, ,   ,CF, ,IITL,BG,P,I,      ,2650,0018,085T,0049, ,00219,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I08TZ, ,ICBRG,BG,P,C,E M , ,   ,CF, ,THT,BG,D, ,      ,2640,0060,084T,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I08TZ, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,290T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I08TZ, ,HUXEL,BG,P,C,E   , ,   ,CF, ,THT,BG,D, ,      ,2650,0220,265T,0090,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I08TZ, ,HUXEL,BG,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,085T,T010,-,08000,     ,     ,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,R08T,MAARE,MAARE,BG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08T,MAARE,NUTEE,BG,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R08T,MAARE,SUNDD,BG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R08T,MRTNN,MRTNN,BG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,09000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08T,MRTNN,CASBI,BG,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R08T,MRTNN,SUNDD,BG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R08T,SUNDD,SUNDD,BG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,084T,0080,+,05000,     ,09000,-,310,    ,   , , , , , ,B,J,S;
APPCH:010,R,R08T, ,SUNDD,BG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,09000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R08T, ,BELLL,BG,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,084T,0101,+,01900,     ,     , ,   ,    ,   ,RW08T,BG,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R08T, ,RW08T,BG,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,084T,0049, ,00217,     ,     , ,   ,-324,   , , , , , ,B,J,S;
APPCH:040,R,R08T, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,084T,    ,+,00960,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R08T, ,SUNDD,BG,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R08T, ,SUNDD,BG,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,084T,0020, ,     ,     ,     ,-,310,    ,   , , , , , ,B,J,S;
APPCH:010,A,T08T,EKCOR,EKCOR,BG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,084T,T010,+,05100,     ,09000,-,310,    ,   , , , , , ,0,D,S;
APPCH:010,A,T08T,MAARE,MAARE,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T08T,MAARE,EKCOR,BG,P,C,EE B,L,   ,AF, ,THT,BG,D, ,      ,2644,0220,360T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T08T,MRTNN,MRTNN,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T08T,MRTNN,EKCOR,BG,P,C,EE B,R,   ,AF, ,THT,BG,D, ,      ,2644,0220,205T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T08T, ,EKCOR,BG,P,C,E  I, ,   ,IF, ,THT,BG,D, ,      ,2644,0220,    ,    ,+,05100,     ,09000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T08T, ,JAGAN,BG,P,C,E  F, ,   ,CF, ,THT,BG,D, ,      ,2644,0124,084T,0096,+,01900,     ,     , ,   ,    ,   ,THT,BG,D, , ,0,D,S;
APPCH:030,T,T08T, ,FANUL,BG,P,C,E  M, ,   ,CF, ,THT,BG,D, ,      ,2644,0079,084T,0045, ,00395,     ,     , ,   ,-315,   , , , , , ,0,D,S;
APPCH:040,T,T08T, ,ICBRG,BG,P,C,E M , ,   ,CF, ,THT,BG,D, ,      ,2640,0060,084T,0019, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T08T, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,285T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T08T, ,EKCOR,BG,P,C,E   , ,   ,CF, ,THT,BG,D, ,      ,2644,0220,265T,0060,+,05100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T08T, ,EKCOR,BG,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,084T,T010,-,FL200,     ,     ,-,310,    ,   , , , , , ,0,D,S;
RWY:RW08T,+0800,      ,00168, ,IITL,1,   ;N76314803,W068454141,0000;
RWY:RW26T,-0800,      ,00252, ,    , ,   ;N76315665,W068384137,0000;
