SID:010,5,THULE1,RW26T,JODOM,BG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,THULE1,RW26T,WENSA,BG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,WENSA2,RW08T, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,085T,    ,+,00660,     ,06500, ,   ,    ,   ,THT,BG,D, , , , , ;
SID:030,1,WENSA2,RW08T, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,295T,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,1,WENSA2,RW08T,WENSA,BG,E,A,EE  , ,   ,CF, ,THT,BG,D, ,      ,2645,0310,265T,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,WENSA2,RW26T, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,265T,    ,+,00660,     ,06500, ,   ,    ,   ,THT,BG,D, , , , , ;
SID:020,1,WENSA2,RW26T,WENSA,BG,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D08T,EKCOR,EKCOR,BG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,084T,T010,+,05100,     ,09000,-,310,    ,   , , , , , ,0, ,S;
APPCH:010,A,D08T,MAARE,MAARE,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D08T,MAARE,EKCOR,BG,P,C,EE B,L,   ,AF, ,THT,BG,D, ,      ,2644,0220,360T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D08T,MRTNN,MRTNN,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D08T,MRTNN,EKCOR,BG,P,C,EE B,R,   ,AF, ,THT,BG,D, ,      ,2644,0220,205T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D08T, ,EKCOR,BG,P,C,E  I, ,   ,IF, ,THT,BG,D, ,      ,2644,0220,    ,    ,+,05100,     ,09000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D08T, ,JAGAN,BG,P,C,E  F, ,   ,CF, ,THT,BG,D, ,      ,2644,0124,084T,0096,+,01900,     ,     , ,   ,    ,   ,THT,BG,D, , ,0, ,S;
APPCH:030,D,D08T, ,FANUL,BG,P,C,E  M, ,   ,CF, ,THT,BG,D, ,      ,2644,0079,084T,0045, ,00395,     ,     , ,   ,-315,   , , , , , ,0, ,S;
APPCH:040,D,D08T, ,ICBRG,BG,P,C,E M , ,   ,CF, ,THT,BG,D, ,      ,2640,0060,084T,0019, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D08T, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,285T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D08T, ,EKCOR,BG,P,C,E   , ,   ,CF, ,THT,BG,D, ,      ,2644,0220,264T,0060, ,05100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D08T, ,EKCOR,BG,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,084T,T010, ,     ,     ,     ,-,310,    ,   , , , , , ,0, ,S;
APPCH:010,A,I08TX,HUXEL,HUXEL,BG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,085T,T010,+,05100,     ,09000,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TX,MAARE,MAARE,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08TX,MAARE,D271V,BG,P,C,E   ,L,   ,AF, ,THT,BG,D, ,      ,2710,0220,360T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I08TX,MAARE, , , , , E  , ,   ,VI, ,IITL,BG,P,I,      ,    ,    ,115T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TX,MRTNN,MRTNN,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08TX,MRTNN,D259V,BG,P,C,E   ,R,   ,AF, ,THT,BG,D, ,      ,2590,0220,205T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I08TX,MRTNN, , , , , E  , ,   ,VI, ,IITL,BG,P,I,      ,    ,    ,055T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I08TX, ,HUXEL,BG,P,C,E  I, ,   ,IF, ,IITL,BG,P,I,      ,2649,0164,    ,    ,J,05100,01800,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I08TX, ,BELLL,BG,P,C,E  F, ,   ,CF, ,IITL,BG,P,I,      ,2649,0067,085T,0097,H,01800,01800,     , ,   ,-300,   ,THT,BG,D, , ,0,N,S;
APPCH:030,I,I08TX, ,RW08T,BG,P,G,G  M, ,   ,CF, ,IITL,BG,P,I,      ,2650,0018,085T,0049, ,00219,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I08TX, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,085T,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I08TX, ,CUVEG,BG,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TY,HUXEL,HUXEL,BG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,085T,T010,+,05100,     ,09000,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TY,MAARE,MAARE,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I08TY,MAARE,D271V,BG,P,C,E   ,L,   ,AF, ,THT,BG,D, ,      ,2710,0220,360T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,I08TY,MAARE, , , , , E  , ,   ,VI, ,IITL,BG,P,I,      ,    ,    ,115T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I08TY,MRTNN,MRTNN,BG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,09000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I08TY,MRTNN,D259V,BG,P,C,E   ,R,   ,AF, ,THT,BG,D, ,      ,2590,0220,205T,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I08TY,MRTNN, , , , , E  , ,   ,VI, ,IITL,BG,P,I,      ,    ,    ,055T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
