SID:010,1,OMNI,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0880,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,A, , , ;
SID:020,1,OMNI,RW09, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2680,    ,+,03600,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,A, , , ;
SID:020,1,OMNI,RW27, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTKA1A,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0880,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTKA1A,RW09,UTKAL,SB,P,C,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1A,ANRID,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1A,ANRID,ANRID,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1A,GIDVO,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1A,GIDVO,GIDVO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTKA1B,RW27, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2680,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTKA1B,RW27,UTKAL,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1B,ANRID,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1B,ANRID,ANRID,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1B,GIDVO,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1B,GIDVO,GIDVO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTNO1A,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0880,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTNO1A,RW09,UTNOR,SB,P,C,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1A,DIGEP,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:030,6,UTNO1A,DIGEP,DIGEP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1A,GUTIL,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTNO1A,GUTIL,GUTIL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
