SID:010,4,ALTNN2,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0920,    ,+,00520,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW08B,CSALT,K7,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW08B,DEALZ,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW08B,LIIVV,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW08B,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ALTNN2,RW08B,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW09, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0920,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW09,CSALT,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1310,1608,0820,0034, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW09,DEALZ,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW09,LIIVV,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW09,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ALTNN2,RW09,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1240,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW12,CSALT,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1310,1608,0780,0057, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW12,DEALZ,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW12,LIIVV,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW12,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ALTNN2,RW12,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW26L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW26L,KROCS,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1338,1509,2830,0036, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW26L,RUSSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW26L,RMIRO,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW26L,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ALTNN2,RW26L,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW26R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW26R,KROCS,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1338,1509,2830,0028, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW26R,RUSSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW26R,RMIRO,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW26R,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ALTNN2,RW26R,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW27, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW27,KROCS,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1338,1509,2980,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW27,RUSSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW27,RMIRO,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW27,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ALTNN2,RW27,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3040,    ,+,00520,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW30,WADLE,K7,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ALTNN2,RW30,RMIRO,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ALTNN2,RW30,FARRY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ALTNN2,RW30,AGERS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALTNN2, ,AGERS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,5,ALTNN2, ,PERTS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALTNN2, ,ALTNN,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALTNN2,DUCEN,ALTNN,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,6,ALTNN2,DUCEN,MMART,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALTNN2,DUCEN,ENWOD,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALTNN2,DUCEN,SEAZY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALTNN2,DUCEN,DUCEN,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0920,    ,+,00520,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW08B,CSALT,K7,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW08B,DEALZ,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGOS4,RW08B,LIIVV,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BNGOS4,RW08B,NIBLT,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BNGOS4,RW08B,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW09, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0920,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW09,CSALT,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1310,1608,0820,0048, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW09,DEALZ,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGOS4,RW09,LIIVV,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BNGOS4,RW09,NIBLT,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BNGOS4,RW09,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1240,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW12,CSALT,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1310,1608,0780,0057, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW12,DEALZ,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGOS4,RW12,LIIVV,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BNGOS4,RW12,NIBLT,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BNGOS4,RW12,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW26L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW26L,KROCS,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1338,1509,2820,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW26L,RUSSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGOS4,RW26L,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW26R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW26R,KROCS,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1338,1509,2820,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW26R,RUSSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGOS4,RW26R,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW27, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW27,KROCS,K7,E,A,E   , ,   ,CF, ,SRQ,K7,D, ,      ,1338,1509,2980,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW27,RUSSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGOS4,RW27,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW30, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3040,    ,+,00520,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW30,WADLE,K7,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGOS4,RW30,MRENO,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BNGOS4, ,MRENO,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,5,BNGOS4, ,BNGOS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BNGOS4,COREA,BNGOS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,6,BNGOS4,COREA,COREA,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BNGOS4,DOLIE,BNGOS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:015,6,BNGOS4,DOLIE,COREA,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,BNGOS4,DOLIE,DOLIE,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BNGOS4,MERKS,BNGOS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,6,BNGOS4,MERKS,MERKS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DORRL2,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0920,    ,+,00520,     ,18000, ,   ,    ,   ,KMIA,K7,P,A, , , , ;
SID:020,4,DORRL2,RW08B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DORRL2,RW08B,LIFRR,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
