STAR:010,4,ALCRN1,ALLMA,ALLMA,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ALCRN1,ALLMA,ALCRN,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALCRN1,ALL,ALCRN,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ALCRN1,ALL,AAMOS,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALCRN1,ALL,AAMOS,K7,E,A,EE  , ,   ,FM, ,SGJ,K7,D, ,      ,3211,0473,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,HOTAR1,BASLE,BASLE,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,HOTAR1,BASLE,WYTOK,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,HOTAR1,BASLE,JABOR,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HOTAR1,ALL,JABOR,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HOTAR1,ALL,HOTAR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HOTAR1,ALL,HEBIN,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,HOTAR1,ALL,KVQQ,K7,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,2530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,POGIE2,ALL,ORL,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,POGIE2,ALL,CROPY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,POGIE2,ALL,SHINR,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,POGIE2,ALL,BASSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,POGIE2,ALL,POGIE,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,2,POGIE2,ALL,MOSEL,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,2,POGIE2,ALL,CRG,K7,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,QUBEN2,HAINY,HAINY,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,QUBEN2,HAINY,MISCL,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:025,4,QUBEN2,HAINY,MEAAT,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,QUBEN2,HAINY,BASSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,QUBEN2,HAINY,POGIE,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,QUBEN2,MEAAT,MEAAT,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:015,4,QUBEN2,MEAAT,BASSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,4,QUBEN2,MEAAT,POGIE,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,QUBEN2,ALL,POGIE,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:015,5,QUBEN2,ALL,QUBEN,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,QUBEN2,ALL,QUBEN,K7,E,A,EE  , ,   ,FM, ,SGJ,K7,D, ,      ,2721,0174,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D27L,CRG,CRG,K7,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D27L,CRG,ZEMID,K7,P,C,EE B, ,   ,CF, ,CRG,K7,D, ,      ,2514,0090,2510,0090,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D27L, ,ZEMID,K7,P,C,E  I, ,   ,IF, ,CRG,K7,D, ,      ,2514,0090,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D27L, ,WANDU,K7,P,C,E  F, ,   ,CF, ,CRG,K7,D, ,      ,2514,0150,2510,0060,+,01700,     ,     , ,   ,    ,   ,CRG,K7,D, , ,0, ,S;
APPCH:030,D,D27L, ,FIXOK,K7,P,C,E  M, ,   ,CF, ,CRG,K7,D, ,      ,2514,0196,2510,0046, ,00230,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D27L, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2510,    ,+,00480,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D27L, ,CRG,K7,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D27L, ,CRG,K7,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,2510,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I36R,BRADO,BRADO,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I36R,BRADO,NOLFO,K7,P,C,EE B, ,010,TF, ,IVQQ,K7,P,I,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I36R,CRG,CRG,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I36R,CRG,NOLFO,K7,P,C,E   , ,   ,CF, ,CRG,K7,D, ,      ,2286,0264,2290,0264,+,02800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I36R,CRG,NOLFO,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0050,T010,+,02800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I36R, ,NOLFO,K7,P,C,E  I, ,   ,IF, ,IVQQ,K7,P,I,      ,1846,0125,    ,    ,J,02800,01800,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I36R, ,ACETI,K7,P,C,E  F, ,   ,CF, ,IVQQ,K7,P,I,      ,1846,0075,0050,0050,H,01800,01800,     , ,   ,-300,   ,CRG,K7,D, , ,0,N,S;
APPCH:030,I,I36R, ,RW36R,K7,P,G,G  M, ,   ,CF, ,IVQQ,K7,P,I,      ,1846,0022,0050,0053, ,00121,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I36R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0050,    ,+,00800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
