SID:010,5,BODO1D,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,BODO1D,RW11,CS521,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,1084,0054,1090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BODO1D,RW11,CS522,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BODO1D,RW11,ASAGO,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BODO1D,RW11,BODOD,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BODO1E,RW29, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2890,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,BODO1E,RW29,CS721,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,2904,0057,2890,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BODO1E,RW29,CONDA,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BODO1E,RW29,NIXIV,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BODO1E,RW29,BODOD,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NIXI1A,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,01500,     ,09000, ,   ,    ,   ,CN,VV,D,B, , , , ;
SID:020,2,NIXI1A,RW11,CN,VV,D,B,E   ,R,   ,CF,Y,CSN,VV,D, ,      ,2917,0005,3200,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NIXI1A,RW11,VUSON,VV,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NIXI1A,RW11,NIXIV,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NIXI1B,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2890,    ,+,01200,     ,09000, ,   ,    ,   ,CN,VV,D,B, , , , ;
SID:020,2,NIXI1B,RW29, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0600,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,2,NIXI1B,RW29,VUSON,VV,P,C,E C , ,   ,CF, ,CSN,VV,D, ,      ,3588,0164,0010,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NIXI1B,RW29,NIXIV,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIXI1D,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,NIXI1D,RW11,CS521,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,1084,0054,1090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIXI1D,RW11,CS522,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,NIXI1D,RW11,CS523,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIXI1D,RW11,VUSON,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NIXI1D,RW11,NIXIV,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIXI1E,RW29, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2890,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,NIXI1E,RW29,CS721,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,2904,0057,2890,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIXI1E,RW29,CONDA,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIXI1E,RW29,NIXIV,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NIXI1H,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,01000,     ,09000, ,   ,    ,   ,CN,VV,D,B, , , , ;
SID:020,2,NIXI1H,RW11, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NIXI1H,RW11,VUSON,VV,P,C,E C , ,   ,CF, ,CSN,VV,D, ,      ,3588,0164,0010,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NIXI1H,RW11,NIXIV,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIXI1J,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,NIXI1J,RW11,CS521,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,1084,0054,1090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIXI1J,RW11,CS522,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIXI1J,RW11,ASAGO,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIXI1J,RW11,CS524,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NIXI1J,RW11,NIXIV,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VEPK1A,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,01500,     ,09000, ,   ,    ,   ,CN,VV,D,B, , , , ;
SID:020,2,VEPK1A,RW11,CN,VV,D,B,E   ,R,   ,CF,Y,CSN,VV,D, ,      ,2917,0005,3200,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VEPK1A,RW11,CONDA,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VEPK1A,RW11,VEPKI,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VEPK1B,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2890,    ,+,01500,     ,09000, ,   ,    ,   ,CN,VV,D,B, , , , ;
SID:020,2,VEPK1B,RW29,CONDA,VV,E,A,E C , ,   ,CF, ,CSN,VV,D, ,      ,3251,0166,3260,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VEPK1B,RW29,VEPKI,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VEPK1D,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,VEPK1D,RW11,CS521,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,1084,0054,1090,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VEPK1D,RW11,CS522,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,VEPK1D,RW11,CS523,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,VEPK1D,RW11,VUSON,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,VEPK1D,RW11,VEPKI,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VEPK1E,RW29, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2890,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
SID:020,5,VEPK1E,RW29,CS721,VV,P,C,E   , ,010,CF, ,CSN,VV,D, ,      ,2904,0057,2890,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,VEPK1E,RW29,CONDA,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VEPK1E,RW29,VEPKI,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VEPK1H,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,01400,     ,09000, ,   ,    ,   ,CN,VV,D,B, , , , ;
SID:020,2,VEPK1H,RW11, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VEPK1H,RW11,CONDA,VV,E,A,E C , ,   ,CF, ,CSN,VV,D, ,      ,3251,0166,3260,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VEPK1H,RW11,VEPKI,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VEPK1N,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,09000, ,   ,    ,   ,VVCS,VV,P,A, , , , ;
