SID:010,2,LIRS1A,RW21,DER21,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,LIRS1A,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1A,RW21,WD,UH,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,LIRS1A,RW21,LIRSA,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRS1B,RW03,DER03,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,LIRS1B,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1B,RW03,WD,UH,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,LIRS1B,RW03, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LIRS1B,RW03,LIRSA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2039,0284,0240,0170,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRS1D,RW03,DER03,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,LIRS1D,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1D,RW03,LIRSA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2039,0284,0240,0150,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OGIB1A,RW21,DER21,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,OGIB1A,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OGIB1A,RW21,WD,UH,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:035,2,OGIB1A,RW21, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OGIB1A,RW21,OGIBA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2086,0661,2200,0130,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OGIB1B,RW03,DER03,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,OGIB1B,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OGIB1B,RW03,WD,UH,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,OGIB1B,RW03,OGIBA,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OGIB1E,RW21,DER21,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,OGIB1E,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OGIB1E,RW21,OGIBA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2086,0661,2200,0170,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TISE1A,RW21,DER21,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,TISE1A,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TISE1A,RW21,WD,UH,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,TISE1A,RW21,TISEG,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TISE1B,RW03,DER03,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,TISE1B,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TISE1B,RW03,WD,UH,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,TISE1B,RW03,TISEG,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TISE1D,RW03,DER03,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,TISE1D,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TISE1D,RW03, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1930,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,TISE1D,RW03,TISEG,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,1849,0515,1180,0130,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TISE1E,RW21,DER21,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,TISE1E,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TISE1E,RW21, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0380,    , ,     ,     ,     ,-,145,    ,   , , , , , , , , ;
SID:040,2,TISE1E,RW21,TISEG,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,1849,0515,1180,0130,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,WD1A,RW21,DER21,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,WD1A,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,WD1A,RW21,WD,UH,D,B,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     ,-,145,    ,   , , , , , , , , ;
SID:010,2,WD1B,RW03,DER03,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,UHNB,UH,P,A, , , , ;
SID:020,2,WD1B,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,WD1B,RW03,WD,UH,D,B,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,145,    ,   , , , , , , , , ;
STAR:010,2,LIRS1C,ALL,LIRSA,UH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,UHNB,UH,P,A, , , , ;
STAR:020,2,LIRS1C,ALL,D024C,UH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LIRS1C,ALL,WD,UH,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,OGIB1C,ALL,OGIBA,UH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,UHNB,UH,P,A, , , , ;
STAR:020,2,OGIB1C,ALL,WD,UH,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:005,2,TISE1C,ALL,TISEG,UH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   ,UHNB,UH,P,A, , , , ;
STAR:020,2,TISE1C,ALL,WD,UH,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,N03-Z,WD,WD,UH,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N03-Z,WD,WD,UH,D,B,EY  , ,   ,FC, ,NA,UH,D, ,      ,2038,0473,2150,0165,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N03-Z,WD,FN03Z,UH,P,C,EE  ,L,   ,CF,Y,NA,UH,D, ,      ,2047,0582,0280,0070,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N03-Z, ,FN03Z,UH,P,C,E  F, ,   ,IF, ,WD,UH,D,B,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   ,UHNB,UH,P,A, ,0, ,S;
APPCH:030,N,N03-Z, ,RW03,UH,P,G,G  M, ,   ,CF, ,WD,UH,D,B,      ,    ,    ,0280,0107, ,00191,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N03-Z, ,WD,UH,D,B,EYM , ,   ,CF, ,NA,UH,D, ,      ,2038,0473,0280,0002, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N03-Z, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N03-Z, ,WD,UH,D,B,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,NDBA,WD,WD,UH,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBA,WD,WD,UH,D,B,EY  , ,   ,FC, ,NA,UH,D, ,      ,2038,0473,2180,0105,+,03700,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBA,WD,FU03,UH,P,C,EE  ,L,   ,CF,Y,NA,UH,D, ,      ,2046,0578,0280,0010,+,03700,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBA, ,FU03,UH,P,C,E  F, ,   ,IF, ,WD,UH,D,B,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   ,UHNB,UH,P,A, ,0, ,C;
APPCH:030,N,NDBA, ,WD,UH,D,B,E  M, ,   ,CF, ,WD,UH,D,B,      ,    ,    ,0280,0105, ,01460,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBA, ,WD,UH,D,B,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,NDBB,WD,WD,UH,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBB,WD,WD,UH,D,B,EY  , ,   ,FC, ,NA,UH,D, ,      ,2038,0473,0100,0060,+,04200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBB,WD,FU21,UH,P,C,EE  ,R,   ,CF,Y,NA,UH,D, ,      ,2032,0413,2080,0010,+,04200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBB, ,FU21,UH,P,C,E  F, ,   ,IF, ,WD,UH,D,B,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   ,UHNB,UH,P,A, ,0, ,C;
APPCH:030,N,NDBB, ,WD,UH,D,B,E  M, ,   ,CF, ,WD,UH,D,B,      ,    ,    ,2080,0060, ,02900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBB, ,WD,UH,D,B,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,Q03-X,WD,WD,UH,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
