APPCH:010,A,I18,LBY,LBY,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18,LBY,PETAL,K7,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18,LBY,PETAL,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1810,T010,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18,TEGBE,TEGBE,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18,TEGBE,D003O,K7,P,C,E   ,L,   ,AF, ,LBY,K7,D, ,      ,0030,0150,0200,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18,TEGBE, , , , , E  , ,   ,VI, ,IPIB,K7,P,I,      ,    ,    ,2110,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18,WOBAK,WOBAK,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18,WOBAK,D347O,K7,P,C,E   ,R,   ,AF, ,LBY,K7,D, ,      ,3470,0150,2570,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18,WOBAK, , , , , E  , ,   ,VI, ,IPIB,K7,P,I,      ,    ,    ,1510,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I18, ,JUTEN,K7,P,C,E  I, ,   ,IF, ,IPIB,K7,P,I,      ,0009,0131,    ,    ,J,02100,02000,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I18, ,PETAL,K7,P,C,E  F, ,   ,CF, ,IPIB,K7,P,I,      ,0009,0064,1810,0066,H,02000,01957,     , ,   ,-300,   ,LBY,K7,D, , ,0,D,S;
APPCH:030,I,I18, ,RW18,K7,P,G,GY M, ,   ,CF, ,IPIB,K7,P,I,      ,0009,0015,1810,0050, ,00358,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I18, ,LBY,K7,D, ,V M , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18, ,LBY,K7,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1510,T010,+,02100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R18,MOLVY,MOLVY,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R18,MOLVY,SULYO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R18,OVAMY,OVAMY,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R18,OVAMY,SULYO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R18,SULYO,SULYO,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1810,0040,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R18, ,SULYO,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R18, ,MOWLI,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1810,0061,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18, ,RW18,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1810,0051, ,00358,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00498,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R18, ,REWYO,K7,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R18, ,REWYO,K7,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0010,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36,REWYO,REWYO,K7,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,0010,0040,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36,RIRLY,RIRLY,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R36,RIRLY,REWYO,K7,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36,RISYO,RISYO,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R36,RISYO,REWYO,K7,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R36, ,REWYO,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R36, ,TUXUW,K7,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0010,0061,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R36, ,RW36,K7,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0010,0051, ,00339,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R36, ,SULYO,K7,P,C,EYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R36, ,SULYO,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1810,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW18 ,     ,      ,00297, ,IPIB,1,   ;N31283390,W089201345,0000;
RWY:RW36 ,     ,      ,00294, ,    , ,   ;N31272955,W089201337,0000;
