SID:010,2,ANGE1E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1960,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,ANGE1E,RW20, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANGE1E,RW20,ANGEN,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1451,0403,1450,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANGE2A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,02500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,ANGE2A,RW02, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:022,2,ANGE2A,RW02,TUC,SA,D, ,V   , ,   ,FA, ,TUC,SA,D, ,      ,0000,0000,0460,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,ANGE2A,RW02,D046O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0460,0150,0460,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:027,2,ANGE2A,RW02,D146O,SA,P,C,E   ,R,   ,AF, ,TUC,SA,D, ,      ,1451,0150,0460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANGE2A,RW02,ANGEN,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1451,0403,1450,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BITI3E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1960,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,BITI3E,RW20, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BITI3E,RW20,BITIS,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1051,0552,1050,0500, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BITI4A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,02500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,BITI4A,RW02, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:022,2,BITI4A,RW02,TUC,SA,D, ,V   , ,   ,FA, ,TUC,SA,D, ,      ,0000,0000,0460,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,BITI4A,RW02,D046O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0460,0150,0460,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:027,2,BITI4A,RW02,D106O,SA,P,C,E   ,R,   ,AF, ,TUC,SA,D, ,      ,1051,0150,0460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BITI4A,RW02,BITIS,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1051,0552,1050,0400, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DILA1A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,03500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,DILA1A,RW02, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DILA1A,RW02,D008O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0077,0150,0080,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DILA1A,RW02,D328O,SA,P,C,E   ,L,   ,AF, ,TUC,SA,D, ,      ,3276,0150,0080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DILA1A,RW02,DILAL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DILA1B,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,03500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,DILA1B,RW02,D020O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0200,0150,0200,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DILA1B,RW02,D117O,SA,P,C,E   ,R,   ,AF, ,TUC,SA,D, ,      ,1170,0150,0200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DILA1B,RW02,TUC,SA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DILA1B,RW02,DILAL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DILA1E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1970,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,DILA1E,RW20,D196O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,1960,0150,1960,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DILA1E,RW20,D118O,SA,P,C,E   ,L,   ,AF, ,TUC,SA,D, ,      ,1180,0150,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DILA1E,RW20,TUC,SA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DILA1E,RW20,DILAL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILPA2E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1970,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,ILPA2E,RW20,D196O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,1960,0150,1960,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ILPA2E,RW20,D118O,SA,P,C,E   ,L,   ,AF, ,TUC,SA,D, ,      ,1180,0150,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILPA2E,RW20,TUC,SA,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ILPA2E,RW20,ILPAR,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,0077,0686,0080,0690, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILPA4A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,03500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:015,2,ILPA4A,RW02, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ILPA4A,RW02,D008O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0077,0150,0080,0100,+,06800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ILPA4A,RW02,TU30C,SA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILPA4A,RW02,ILPAR,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILPA4B,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,03500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,ILPA4B,RW02,D020O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0200,0150,0200,0120,+,05300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ILPA4B,RW02,TU30B,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0230,0300,0230,0150,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILPA4B,RW02,TU40C,SA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ILPA4B,RW02,TU40D,SA,P,C,E   ,L,   ,AF, ,TUC,SA,D, ,      ,0077,0400,0230,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ILPA4B,RW02,ILPAR,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILTA1A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,03500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,ILTA1A,RW02,D020O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0200,0150,0200,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ILTA1A,RW02,D048O,SA,P,C,E   ,R,   ,AF, ,TUC,SA,D, ,      ,0478,0150,0200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILTA1A,RW02,ILTAV,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILTA1E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1970,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,ILTA1E,RW20,D196O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,1960,0150,1960,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ILTA1E,RW20,D048O,SA,P,C,E   ,L,   ,AF, ,TUC,SA,D, ,      ,0478,0150,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILTA1E,RW20,ILTAV,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,0478,0550,0480,0400, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IMBO3E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1960,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,IMBO3E,RW20,IMBOL,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1771,0549,1770,0550, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IMBO4A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,02500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,IMBO4A,RW02, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:022,2,IMBO4A,RW02,TUC,SA,D, ,V   , ,   ,FA, ,TUC,SA,D, ,      ,0000,0000,0460,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,IMBO4A,RW02,D046O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0460,0150,0460,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:027,2,IMBO4A,RW02,D178O,SA,P,C,E   ,R,   ,AF, ,TUC,SA,D, ,      ,1771,0150,0460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IMBO4A,RW02,IMBOL,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1771,0549,1770,0400, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PUBE3E,RW20, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1960,    ,+,02000,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,PUBE3E,RW20,PUBER,SA,E,A,EEC , ,   ,CF, ,TUC,SA,D, ,      ,1564,0477,1560,0470, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PUBE4A,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0170,    ,+,02500,     ,06500, ,   ,    ,   ,TUC,SA,D, ,A, , , ;
SID:020,2,PUBE4A,RW02, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:022,2,PUBE4A,RW02,TUC,SA,D, ,V   , ,   ,FA, ,TUC,SA,D, ,      ,0000,0000,0460,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,PUBE4A,RW02,D046O,SA,P,C,E   , ,   ,CF, ,TUC,SA,D, ,      ,0460,0150,0460,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:027,2,PUBE4A,RW02,D156O,SA,P,C,E   ,R,   ,AF, ,TUC,SA,D, ,      ,1564,0150,0460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
