SID:010,5,ELBE8B,RW15,SB515,LF,P,C,EY  , ,   ,CF, ,BLM,LF,D, ,      ,1529,0035,1520,0010, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ELBE8B,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1520,    ,+,01900,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,ELBE8B,RW15,SB532,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,ELBE8B,RW15,ELBEG,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELBE8M,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3320,    ,+,01900,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ELBE8M,RW33,SB701,LF,P,C,EY  , ,   ,CF, ,BLM,LF,D, ,      ,3326,0035,3320,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ELBE8M,RW33,ELBEG,ED,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,LUME8N,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3320,    ,+,01900,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,LUME8N,RW33,SB533,LF,P,C,EY  , ,   ,CF, ,BLM,LF,D, ,      ,3325,0019,3320,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LUME8N,RW33,SB705,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LUME8N,RW33,LUMEL,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUME8S,RW15,SB515,LF,P,C,EY  , ,   ,CF, ,BLM,LF,D, ,      ,1529,0035,1520,0010, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,LUME8S,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1520,    ,+,01900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LUME8S,RW15,SB612,LF,P,C,E   ,R,   ,CF, ,BLM,LF,D, ,      ,2010,0067,2550,0030, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,LUME8S,RW15,LUMEL,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MORO8N,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3320,    ,+,01900,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MORO8N,RW33,SB533,LF,P,C,EY  , ,   ,CF, ,BLM,LF,D, ,      ,3325,0019,3320,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
