SID:010,5,AGAK1E,RW09,AL205,UA,P,C,E   , ,010,CF, ,TDK,UA,D, ,      ,0528,1240,0920,0040, ,     ,     ,10000,-,210,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,AGAK1E,RW09,AL021,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGAK1E,RW09,AL089,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGAK1E,RW09,AL090,UA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGAK1E,RW09,AGAKA,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGAK1F,RW27,AL004,UA,P,C,E   , ,010,CF, ,JRK,UA,D, ,      ,0088,1224,2720,0063, ,     ,     ,10000,-,220,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,AGAK1F,RW27,AL212,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGAK1F,RW27,AL213,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGAK1F,RW27,AL214,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGAK1F,RW27,AGAKA,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGAK1K,RW09,AL205,UA,P,C,E   , ,010,CF, ,TDK,UA,D, ,      ,0528,1240,0920,0040, ,     ,     ,10000,-,210,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,AGAK1K,RW09,AL021,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGAK1K,RW09,AL090,UA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGAK1K,RW09,AGAKA,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGAK3A,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0920,    ,+,02000,     ,10000, ,   ,    ,   ,SH,UA,P,N, , , , ;
SID:020,2,AGAK3A,RW09, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGAK3A,RW09,AGAKA,UA,E,A,EEC , ,   ,CF, ,AGZ,UA,D, ,      ,1604,0824,0060,0180,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGAK3B,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2720,    ,+,02000,     ,10000, ,   ,    ,   ,R,UA,P,N, , , , ;
SID:020,2,AGAK3B,RW27, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGAK3B,RW27,AGAKA,UA,E,A,EEC , ,   ,CF, ,AGZ,UA,D, ,      ,1604,0824,3600,0180,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIGD1E,RW09,AL205,UA,P,C,E   , ,010,CF, ,TDK,UA,D, ,      ,0528,1240,0920,0040, ,     ,     ,10000,-,210,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,GIGD1E,RW09,AL021,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GIGD1E,RW09,AL085,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GIGD1E,RW09,AL103,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GIGD1E,RW09,AL104,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GIGD1E,RW09,AL108,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,GIGD1E,RW09,GIGDA,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIGD1F,RW27,AL004,UA,P,C,E   , ,010,CF, ,JRK,UA,D, ,      ,0088,1224,2720,0063, ,     ,     ,10000,-,240,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,GIGD1F,RW27,AL003,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GIGD1F,RW27,AL106,UA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GIGD1F,RW27,GIGDA,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NESU1A,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0920,    ,+,02000,     ,10000, ,   ,    ,   ,SH,UA,P,N, , , , ;
SID:020,2,NESU1A,RW09,SH,UA,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NESU1A,RW09,NESUN,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NESU1B,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2720,    ,+,02000,     ,10000, ,   ,    ,   ,R,UA,P,N, , , , ;
SID:020,2,NESU1B,RW27, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NESU1B,RW27,NESUN,UA,E,A,EEC , ,   ,CF, ,AGZ,UA,D, ,      ,1773,1147,2420,0210,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NESU1E,RW09,AL205,UA,P,C,E   , ,010,CF, ,TDK,UA,D, ,      ,0528,1240,0920,0040, ,     ,     ,10000,-,210,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,NESU1E,RW09,AL021,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NESU1E,RW09,AL085,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NESU1E,RW09,AL103,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NESU1E,RW09,AL104,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NESU1E,RW09,AL105,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NESU1E,RW09,AL106,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,NESU1E,RW09,AL107,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,NESU1E,RW09,NESUN,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NESU1F,RW27,AL004,UA,P,C,E   , ,010,CF, ,JRK,UA,D, ,      ,0088,1224,2720,0063, ,     ,     ,10000,-,240,    ,   ,UAAL,UA,P,A, , , , ;
SID:020,5,NESU1F,RW27,AL003,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NESU1F,RW27,AL106,UA,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NESU1F,RW27,AL107,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NESU1F,RW27,NESUN,UA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AGAK1G,RW09,AGAKA,UA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,UAAL,UA,P,A, , , , ;
STAR:020,5,AGAK1G,RW09,AL214,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AGAK1G,RW09,AL020,UA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,230,    ,   , , , , , , , , ;
