SID:010,2,BUB01D,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0360,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,BUB01D,RW05L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUB01D,RW05L,BUBDI,ZY,E,A,EEC , ,   ,CF, ,HRB,ZY,D, ,      ,0197,0530,0200,0490, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUB02D,RW05R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0510,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,BUB02D,RW05R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUB02D,RW05R,BUBDI,ZY,E,A,EEC , ,   ,CF, ,HRB,ZY,D, ,      ,0197,0530,0200,0490, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUB07D,RW05R,HB750,ZY,P,C,EY  , ,   ,CF, ,HRB,ZY,D, ,      ,2228,0016,0510,0020, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:010,5,BUB07D,RW05R,HB706,ZY,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:020,5,BUB07D,RW05R,HB551,ZY,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUB07D,RW05R,IGDOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUB07D,RW05R,MIBAG,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL167,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUB07D,RW05R,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUB08D,RW05L,HB550,ZY,P,C,EY  , ,   ,CF, ,HRB,ZY,D, ,      ,0313,0006,0510,0010, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:010,5,BUB08D,RW05L,GUXEN,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUB08D,RW05L,SULTI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUB08D,RW05L,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUB09D,RW05L,HB550,ZY,P,C,EY  , ,   ,CF, ,HRB,ZY,D, ,      ,0313,0006,0510,0010, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:015,5,BUB09D,RW05L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0360,    ,+,01480,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUB09D,RW05L,HB508,ZY,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BUB09D,RW05L,HB551,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUB09D,RW05L,IGDOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUB09D,RW05L,MIBAG,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL167,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BUB09D,RW05L,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUB11D,RW23L, , , , ,    , ,   ,CD, ,HRB,ZY,D, ,      ,    ,    ,2310,0080, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,BUB11D,RW23L,HRB,ZY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUB11D,RW23L,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUB12D,RW23R, , , , ,    , ,   ,CD, ,HRB,ZY,D, ,      ,    ,    ,2310,0080, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,BUB12D,RW23R,HRB,ZY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUB12D,RW23R,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
