SID:010,2,HIJ2Q,RW02,JRZ,LE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,HIJ2Q,RW02,SVL,LE,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HIJ2Q,RW02,HIJ,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HIJ2V,RW20, , , , ,    , ,   ,VD, ,JRZ,LE,D, ,      ,    ,    ,2020,0150, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:015,2,HIJ2V,RW20, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,HIJ2V,RW20,D124Q,LE,P,C,E   ,L,   ,AF, ,JRZ,LE,D, ,      ,1240,0170,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HIJ2V,RW20,NAVUT,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,HIJ2V,RW20,MRN,LE,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HIJ2V,RW20,SPIEL,LE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,HIJ2V,RW20,HIJ,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MAR2W,RW20, , , , ,    , ,   ,VD, ,JRZ,LE,D, ,      ,    ,    ,2020,0150, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:015,2,MAR2W,RW20, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MAR2W,RW20,D124Q,LE,P,C,E   ,L,   ,AF, ,JRZ,LE,D, ,      ,1240,0170,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
