SID:010,5,ONSU1C,RW04,APVEB,DG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01230,     ,04000,-,290,    ,   , , , , , , , , ;
SID:020,5,ONSU1C,RW04,EBNUG,DG,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,290,    ,   , , , , , , , , ;
SID:030,5,ONSU1C,RW04,ETRES,DG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     ,-,290,    ,   , , , , , , , , ;
SID:040,5,ONSU1C,RW04,ONSUN,DG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     ,-,290,    ,   , , , , , , , , ;
SID:010,5,UGLA1D,RW22, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2230,    ,+,00900,     ,04000,-,290,    ,   , , , , , , , , ;
SID:020,5,UGLA1D,RW22,DIMVI,DG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL060,03500,     ,-,290,    ,   , , , , , , , , ;
SID:030,5,UGLA1D,RW22,UGLAS,DG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,290,    ,   , , , , , , , , ;
STAR:010,5,ONSU1A,RW22,ONSUN,DG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:020,5,ONSU1A,RW22,DIMVI,DG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:030,5,ONSU1A,RW22,SEPET,DG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,ONSU1A,RW22,USPEL,DG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,ONSU1B,RW04,ONSUN,DG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:020,5,ONSU1B,RW04,DINLO,DG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,250,    ,   , , , , , , , , ;
APPCH:010,A,R04,DINLO,DINLO,DG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:020,A,R04,DINLO,ERGAL,DG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:010,A,R04,ENDAR,ENDAR,DG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:020,A,R04,ENDAR,ERGAL,DG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:010,A,R04,POGPI,POGPI,DG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:020,A,R04,POGPI,ERGAL,DG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:010,R,R04, ,ERGAL,DG,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R04, ,MEMUV,DG,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0430,0054,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R04, ,AH004,DG,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0430,0056, ,00367,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R04, ,SENEL,DG,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,01230,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:050,R,R04, ,POGPI,DG,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:060,R,R04, ,POGPI,DG,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,3130,T010,+,FL060,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R22,USPEL,USPEL,DG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22,USPEL,ARBUX,DG,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:010,R,R22, ,ARBUX,DG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R22, ,EBTAV,DG,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1970,0057,+,02000,     ,     ,-,185,    ,   ,DGAH,DG,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R22, ,AH011,DG,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2230,0050, ,00406,     ,     ,-,185,-300,   , , , , , ,B,J,S;
APPCH:040,R,R22, ,OPASU,DG,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02040,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:050,R,R22, ,USPEL,DG,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL055,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:060,R,R22, ,USPEL,DG,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,1400,T010,+,FL060,     ,     ,-,210,    ,   , , , , , ,B,J,S;
RWY:RW04 ,     ,      ,00317, ,    , ,   ;N06342690,E000314059,0000;
RWY:RW22 ,     ,      ,00356, ,    , ,   ;N06350698,E000321386,0000;
