APPCH:010,A,RNVE,NP2SA,NP2SA,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVE,NP2SA,NP2SI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVE,NP2SB,NP2SB,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVE,NP2SB,NP2SI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVE,NP2SC,NP2SC,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVE,NP2SC,NP2SI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVE, ,NP2SI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVE, ,NP2SF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3120,0050,+,01750,     ,     , ,   ,    ,   ,YNPE,YB,P,A, ,B,J,C;
APPCH:030,R,RNVE, ,NP2SM,YB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,3120,0050, ,00160,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVE, ,NP2SH,YB,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVE, , , , , , E  ,L,010,VM,Y, , , , ,      ,    ,    ,1550,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVW,NP2ND,NP2ND,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVW,NP2ND,NP2NI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVW,NP2NE,NP2NE,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVW,NP2NE,NP2NI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVW,NP2NG,NP2NG,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVW,NP2NG,NP2NI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVW, ,NP2NI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,11000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVW, ,NP2NF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1320,0050,+,01720,     ,     , ,   ,    ,   ,YNPE,YB,P,A, ,B,J,C;
APPCH:030,R,RNVW, ,NP2NM,YB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1320,0050, ,00133,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVW, ,NP2NH,YB,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVW, , , , , , E  ,R,010,VM,Y, , , , ,      ,    ,    ,2850,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW13 ,     ,      ,00032, ,    , ,   ;S10561822,E142265228,0000;
RWY:RW31 ,     ,      ,00017, ,    , ,   ;S10570207,E142273325,0000;
