SID:010,5,ALUET1,RW18,TALIT,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:010,5,ORNET1,RW29,VERVU,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:010,5,VOODO1,RW11,XUGPI,CY,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I11-V,YBG,YBG,CY,D,B,EE  ,R,   ,PI, ,YBC,CY,D, ,      ,2666,1257,2420,0100,+,02900,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I11-V, ,CF11,CY,P,C,E  I, ,   ,IF, ,ITV,CY,P,I,      ,2880,0130,    ,    ,J,02900,02900,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I11-V, ,YBG,CY,D,B,E  F, ,   ,CF, ,ITV,CY,P,I,      ,2882,0070,1070,0060,H,02900,02220,     , ,   ,-300,   ,YBG,CY,D,B, ,0,N,S;
APPCH:030,I,I11-V, ,RW11,CY,P,G,GY M, ,   ,CF, ,ITV,CY,P,I,      ,2881,0018,1070,0052, ,00571,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I11-V, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,1070,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I11-V, ,YBG,CY,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03200,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I11-V, ,YBG,CY,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,1070,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I11-W,MAPOM,MAPOM,CY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11-W,MAPOM,D287P,CY,P,C,E   ,L,   ,AF, ,UBG,CY,D, ,      ,2855,0150,3350,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I11-W,MAPOM,BOXIS,CY,P,C,EE B, ,   ,CF, ,ITV,CY,P,I,      ,2881,0150,1070,0010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I11-W, ,BOXIS,CY,P,C,E  I, ,   ,IF, ,ITV,CY,P,I,      ,2881,0150,    ,    ,J,02600,02600,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I11-W, ,PUREL,CY,P,C,E  F, ,   ,CF, ,ITV,CY,P,I,      ,2881,0070,1070,0080,H,02600,02240,     , ,   ,-300,   ,UBG,CY,D, ,B,0,N,S;
APPCH:030,I,I11-W, ,RW11,CY,P,G,G  M, ,   ,CF, ,ITV,CY,P,I,      ,2881,0018,1070,0051, ,00571,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I11-W, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1070,    ,+,04900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I11-W, ,D107X,CY,P,C,E   , ,   ,CF, ,UBG,CY,D, ,      ,1070,0240,1070,0170, ,04900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I11-W, ,D107X,CY,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1070,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I11-X,KARAX,KARAX,CY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11-X,KARAX,BIBOD,CY,P,C,EE B, ,   ,TF, ,ITV,CY,P,I,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I11-X,MEGEG,MEGEG,CY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11-X,MEGEG,BIBOD,CY,P,C,EE B, ,   ,TF, ,ITV,CY,P,I,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I11-X,PENLO,PENLO,CY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,0,N,S;
APPCH:020,A,I11-X,PENLO,BIBOD,CY,P,C,EE B, ,   ,TF, ,ITV,CY,P,I,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I11-X, ,BIBOD,CY,P,C,E  I, ,   ,IF, ,ITV,CY,P,I,      ,2881,0123,    ,    ,J,02900,02900,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I11-X, ,URNIV,CY,P,C,E  F, ,   ,CF, ,ITV,CY,P,I,      ,2881,0063,1080,0060,H,02900,02020,     , ,   ,-300,   ,CYBG,CY,P,A, ,0,N,S;
APPCH:030,I,I11-X, ,RW11,CY,P,G,G  M, ,   ,CF, ,ITV,CY,P,I,      ,2881,0018,1080,0045, ,00568,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I11-X, ,KAXOM,CY,P,C,EYM , ,   ,CF, ,YBC,CY,D, ,      ,2622,1077,1080,0150, ,04800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
