APPCH:010,A,R14-A,LIBKU,LIBKU,NT,P,C,EECC,R,   ,HF, , , , , ,      ,    ,    ,1410,T010,+,01500,     ,     ,-,170,    ,   , , , , , ,B,J,S;
APPCH:010,A,R14-A,PIPIL,PIPIL,NT,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14-A,PIPIL,LIBKU,NT,P,C,EECB, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R14-A,SOVGO,SOVGO,NT,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14-A,SOVGO,LIBKU,NT,P,C,EECB, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R14-A, ,LIBKU,NT,P,C,E CI, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R14-A, ,FKU14,NT,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1410,0050, ,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R14-A, ,RW14,NT,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1410,0045, ,00053,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R14-A, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,1410,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R14-A, ,KU410,NT,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R14-A, ,SOVGO,NT,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R32-B,KASDA,KASDA,NT,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R32-B,KASDA,ROBMU,NT,P,C,EECB, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R32-B,KULIA,KULIA,NT,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R32-B,KULIA,ROBMU,NT,P,C,EECB, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R32-B,ROBMU,ROBMU,NT,P,C,EECC,L,   ,HF, , , , , ,      ,    ,    ,3210,T010,+,01500,     ,     ,-,170,    ,   , , , , , ,B,J,S;
APPCH:010,R,R32-B, ,ROBMU,NT,P,C,E CI, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R32-B, ,FKU32,NT,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3210,0050, ,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R32-B, ,RW32,NT,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3210,0045, ,00062,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R32-B, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,3210,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R32-B, ,KU420,NT,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R32-B, ,KASDA,NT,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW14 ,     ,      ,00013, ,    , ,   ;S20414342,W143025301,0000;
RWY:RW32 ,     ,      ,00022, ,    , ,   ;S20421886,W143023565,0000;
