SID:010,2,KASC1V,RW33,D329D,LI,P,C,E   , ,   ,CF, ,RMC,LI,D, ,      ,3294,0040,3290,0040,+,02000,     ,06000, ,   ,    ,   ,RMC,LI,D, , , , , ;
SID:020,2,KASC1V,RW33,KASCI,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KASC1V,PEM6T,KASCI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000,-,250,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,3,KASC1V,PEM6T,RA533,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,3,KASC1V,PEM6T,RA534,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,3,KASC1V,PEM6T,PEMAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KASC1V,SIP6T,KASCI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000,-,250,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,3,KASC1V,SIP6T,EKVAV,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,3,KASC1V,SIP6T,RA532,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,KASC1V,SIP6T,FRS,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,KASC1V,SIP6T,SIPRO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KASC1V,TIB6T,KASCI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000,-,250,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,3,KASC1V,TIB6T,TIBER,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,5,KASC2F,RW33,RA503,LI,P,C,E   , ,   ,CF, ,RMC,LI,D, ,      ,3315,0040,3290,0037,+,02000,     ,06000, ,   ,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,5,KASC2F,RW33,KASCI,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,KASC2F,PEM6T,KASCI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000,-,250,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,6,KASC2F,PEM6T,RA533,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,KASC2F,PEM6T,RA534,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,6,KASC2F,PEM6T,PEMAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,KASC2F,SIP6T,KASCI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000,-,250,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,6,KASC2F,SIP6T,EKVAV,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,KASC2F,SIP6T,RA532,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,KASC2F,SIP6T,FRS,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,KASC2F,SIP6T,SIPRO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,KASC2F,TIB6T,KASCI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000,-,250,    ,   ,LIRA,LI,P,A,B, , , ;
SID:020,6,KASC2F,TIB6T,TIBER,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OKUN5W,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1510,    ,+,01500,     ,06000, ,   ,    ,   ,RMC,LI,D, , , , , ;
SID:020,5,OKUN5W,RW15,RA603,LI,P,C,E   ,R,   ,CF, ,OST,LI,D, ,      ,1107,0125,2470,0040,+,02500,     ,     ,-,210,    ,   , , , , , , , , ;
