SID:010,4,GEKA1B,RW28,DER28,SL,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,B, , , ;
SID:020,4,GEKA1B,RW28,VUKAN,SL,P,C,EYC , ,010,CF, ,SUR,SL,D, ,      ,3195,2280,2810,0050,+,14700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GEKA1B,RW28,GEKAD,SL,P,C,EEC ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GEKA1B,DAKOG,GEKAD,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,B, , , ;
SID:020,6,GEKA1B,DAKOG,DAKOG,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GEKA1B,SIKOL,GEKAD,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,B, , , ;
SID:020,6,GEKA1B,SIKOL,SIKOL,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GEKA1B,TERAX,GEKAD,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,B, , , ;
SID:020,6,GEKA1B,TERAX,TERAX,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GEKA1B,VAPAS,GEKAD,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,B, , , ;
SID:020,6,GEKA1B,VAPAS,VAPAS,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEKA1C,RW10,DER10,SL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,2,GEKA1C,RW10, , , , ,    , ,   ,CD, ,PAZ,SL,D, ,      ,    ,    ,1000,0050,+,13700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,GEKA1C,RW10, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GEKA1C,RW10,GEKAD,SL,P,C,EEC , ,   ,CF, ,SUR,SL,D, ,      ,3200,2046,1420,0090,+,FL200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,3,GEKA1C,ARPIS,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1C,ARPIS,ARPIS,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,GEKA1C,DAKOG,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1C,DAKOG,DAKOG,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,GEKA1C,SIKOL,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1C,SIKOL,SIKOL,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,GEKA1C,VAPAS,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1C,VAPAS,VAPAS,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEKA1D,RW28,DER28,SL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,2,GEKA1D,RW28,PAZ,SL,D, ,VYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,GEKA1D,RW28, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GEKA1D,RW28,GEKAD,SL,P,C,EEC , ,   ,CF, ,SUR,SL,D, ,      ,3200,2046,1420,0130,+,FL200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,3,GEKA1D,ARPIS,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1D,ARPIS,ARPIS,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,GEKA1D,DAKOG,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1D,DAKOG,DAKOG,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,GEKA1D,SIKOL,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1D,SIKOL,SIKOL,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,GEKA1D,VAPAS,GEKAD,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,GEKA1D,VAPAS,VAPAS,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,PAZ1B,RW28,VUKAN,SL,P,C,EYC , ,010,CF, ,SUR,SL,D, ,      ,3195,2280,2810,0050,+,14700,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,4,PAZ1B,RW28,PAZ,SL,D, ,VEC ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,6,PAZ1B,ELAMU,PAZ,SL,D, ,V C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,18000,-,210,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,PAZ1B,ELAMU,ELAMU,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PAZ1D,RW28,DER28,SL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,2,PAZ1D,RW28,PAZ,SL,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PAZ1D,RW28, , , , ,    ,L,   ,CR, ,PAZ,SL,D, ,      ,1600,    ,0410,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,PAZ1D,RW28, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PAZ1D,RW28,KIGAX,SL,E,A,EEC , ,   ,CF, ,SUR,SL,D, ,      ,3342,2129,0710,0480, ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,5,ULVO1B,RW28,PAZ,SL,D, ,V   , ,010,CF, ,PAZ,SL,D, ,      ,0000,0000,2800,0013,+,13500,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
