SID:010,2,BEMO1A,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,BEMO1A,RW10,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,1050,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BEMO1A,RW10,D088Q,MM,P,C,E   , ,   ,CF, ,MID,MM,D, ,      ,0876,0170,0660,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BEMO1A,RW10,BEMOX,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEMO1B,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,BEMO1B,RW18,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,1810,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BEMO1B,RW18, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BEMO1B,RW18,D088J,MM,P,C,E   ,L,   ,AF, ,MID,MM,D, ,      ,0876,0100,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BEMO1B,RW18,BEMOX,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEMO1C,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,BEMO1C,RW36,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,0010,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BEMO1C,RW36, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BEMO1C,RW36,D088J,MM,P,C,E   ,R,   ,AF, ,MID,MM,D, ,      ,0876,0100,0010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BEMO1C,RW36,BEMOX,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CAEA1A,RW10,MD600,MM,P,C,EY  , ,010,CF, ,MID,MM,D, ,      ,1065,0040,1050,0030, ,     ,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,5,CAEA1A,RW10,MD601,MM,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CAEA1A,RW10,CAEAR,MM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CAEA1B,RW28,MD700,MM,P,C,EY  , ,010,CF, ,MID,MM,D, ,      ,2835,0026,2850,0030, ,     ,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,5,CAEA1B,RW28,MD701,MM,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CAEA1B,RW28,CAEAR,MM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CAEA1C,RW36,MD950,MM,P,C,EY  , ,010,CF, ,MID,MM,D, ,      ,3593,0027,0010,0030, ,     ,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,5,CAEA1C,RW36,MD601,MM,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CAEA1C,RW36,CAEAR,MM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL220,FL200,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAPI2A,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,DAPI2A,RW10,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,1050,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPI2A,RW10, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAPI2A,RW10,D035J,MM,P,C,E   ,L,   ,AF, ,MID,MM,D, ,      ,0344,0100,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DAPI2A,RW10,DAPIB,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAPI2B,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2850,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,DAPI2B,RW28,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,2850,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPI2B,RW28, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAPI2B,RW28,D035J,MM,P,C,E   ,R,   ,AF, ,MID,MM,D, ,      ,0344,0100,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DAPI2B,RW28,DAPIB,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAPI2C,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,DAPI2C,RW36,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,0010,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPI2C,RW36, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAPI2C,RW36,D035J,MM,P,C,E   ,R,   ,AF, ,MID,MM,D, ,      ,0344,0100,0010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DAPI2C,RW36,DAPIB,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DURP2A,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,00440,     ,18500, ,   ,    ,   ,MID,MM,D, , , , , ;
SID:020,2,DURP2A,RW10,MID,MM,D, ,V   , ,   ,FD, ,MID,MM,D, ,      ,0000,0000,1050,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
