SID:010,2,IDRU1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,IDRU1A,RW01,KLYUI,UH,P,C,E C , ,   ,CF, ,YS,UH,D, ,      ,0009,0137,3580,0100,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDRU1A,RW01,IDRUT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDRU3A,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:025,2,IDRU3A,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDRU3A,RW19,KLYUI,UH,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDRU3A,RW19,IDRUT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDRU3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,IDRU3B,RW19,IDRUT,UH,E,A,EEC ,R,   ,CF,Y,YS,UH,D, ,      ,3507,0392,3530,0400,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDRU5A,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:025,2,IDRU5A,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDRU5A,RW19,KLYUI,UH,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDRU5A,RW19,IDRUT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDRUT1,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,IDRUT1,RW01,BAPMA,UH,E,A,E C , ,   ,CF, ,YS,UH,D, ,      ,0120,0255,0120,0210,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDRUT1,RW01,IDRUT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDRUT3,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,IDRUT3,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDRUT3,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDRUT3,RW19,IDRUT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDRUT5,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,IDRUT5,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDRUT5,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDRUT5,RW19,IDRUT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELU1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KELU1A,RW01,KLYUI,UH,P,C,E C , ,   ,CF, ,YS,UH,D, ,      ,0009,0137,3580,0100,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KELU1A,RW01,KELUL,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELU3A,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KELU3A,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KELU3A,RW19,KLYUI,UH,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KELU3A,RW19,KELUL,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELU3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KELU3B,RW19,KELUL,UH,E,A,EEC ,R,   ,CF,Y,YS,UH,D, ,      ,3352,0390,3370,0390,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELU5A,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:025,2,KELU5A,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KELU5A,RW19,KLYUI,UH,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KELU5A,RW19,KELUL,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELUL1,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KELUL1,RW01,BAPMA,UH,E,A,E C , ,   ,CF, ,YS,UH,D, ,      ,0120,0255,0120,0210,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KELUL1,RW01,KELUL,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELUL3,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KELUL3,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KELUL3,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KELUL3,RW19,KELUL,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KELUL5,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KELUL5,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KELUL5,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KELUL5,RW19,KELUL,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENO1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KENO1A,RW01,KLYUI,UH,P,C,E C , ,   ,CF, ,YS,UH,D, ,      ,0009,0137,3580,0100,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENO1A,RW01,KENOM,UH,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENO3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KENO3B,RW19,KENOM,UH,E,A,EEC , ,   ,CF, ,YS,UH,D, ,      ,2794,0376,2810,0360,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENO3V,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,KENO3V,RW19,ZALIV,UH,P,C,E C , ,   ,CF, ,YS,UH,D, ,      ,2264,0186,2250,0170,+,05310,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENO3V,RW19,KENOM,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKPA1,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,LEKPA1,RW01,BAPMA,UH,E,A,E C , ,   ,CF, ,YS,UH,D, ,      ,0120,0255,0120,0210,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEKPA1,RW01,LEKPA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKPA3,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,LEKPA3,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEKPA3,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEKPA3,RW19,LEKPA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKPA5,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,LEKPA5,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEKPA5,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEKPA5,RW19,LEKPA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODEKO1,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,ODEKO1,RW01,SL,UH,D,B,E   ,L,   ,CF,Y,YS,UH,D, ,      ,1922,0018,1480,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODEKO1,RW01,ODEKO,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODEKO3,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,ODEKO3,RW19,ODEKO,UH,E,A,EEC , ,   ,CF, ,YS,UH,D, ,      ,1285,0356,1270,0340,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODEKO7,RW01,D012J,UH,P,C,EY  , ,   ,CF, ,YS,UH,D, ,      ,0122,0087,0120,0070,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,ODEKO7,RW01,SL,UH,D,B,E   ,L,   ,CF,Y,YS,UH,D, ,      ,1922,0018,1720,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODEKO7,RW01,ODEKO,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PERU1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PERU1A,RW01,D282D,UH,P,C,E   ,L,   ,CF,Y,YS,UH,D, ,      ,2568,0042,1920,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PERU1A,RW01,PERUB,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PERUB1,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PERUB1,RW01,SL,UH,D,B,E   ,L,   ,CF,Y,YS,UH,D, ,      ,1922,0018,1480,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PERUB1,RW01,PERUB,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PERUB3,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PERUB3,RW19,PERUB,UH,E,A,EEC , ,   ,CF, ,YS,UH,D, ,      ,2204,0365,2210,0350,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PERUB7,RW01,D012J,UH,P,C,EY  , ,   ,CF, ,YS,UH,D, ,      ,0122,0087,0120,0070,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PERUB7,RW01,SL,UH,D,B,E   ,L,   ,CF,Y,YS,UH,D, ,      ,1922,0018,1720,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PERUB7,RW01,PERUB,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMA1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PIMA1A,RW01,KLYUI,UH,P,C,E C , ,   ,CF, ,YS,UH,D, ,      ,0009,0137,3580,0100,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIMA1A,RW01,PIMAG,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMA3A,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:025,2,PIMA3A,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIMA3A,RW19,KLYUI,UH,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PIMA3A,RW19,PIMAG,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMA3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PIMA3B,RW19,PIMAG,UH,E,A,EEC ,R,   ,CF, ,YS,UH,D, ,      ,3071,0384,3090,0380,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMA5A,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PIMA5A,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIMA5A,RW19,KLYUI,UH,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PIMA5A,RW19,PIMAG,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMAG1,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PIMAG1,RW01,BAPMA,UH,E,A,E C , ,   ,CF, ,YS,UH,D, ,      ,0120,0255,0120,0210,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIMAG1,RW01,PIMAG,UH,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMAG3,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,00710,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:020,2,PIMAG3,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0370,0060,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,PIMAG3,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIMAG3,RW19,PIMAG,UH,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIMAG5,RW19,D192K,UH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03990,     ,05310, ,   ,    ,   ,UHSS,UH,P,A, , , , ;
SID:025,2,PIMAG5,RW19,PI,UH,D,B,E   ,R,   ,CF,Y,YS,UH,D, ,      ,0123,0044,0240,0110,+,03990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIMAG5,RW19,BAPMA,UH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL080,     , ,   ,    ,   , , , , , , , , ;
