SID:010,5,AGUN1G,RW08, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0810,    ,+,00700,     ,11000, ,   ,    ,   ,WADY,WA,P,A, , , , ;
SID:020,5,AGUN1G,RW08,NISAT,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,AGUN1G,RW08,ORURI,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGUN1G,RW08,MUGUV,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,AGUN1G,RW08,IKUGA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGUN1G,RW08,REGUP,WA,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AGUN1G,RW08,SARLO,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,AGUN1G,RW08,POMUD,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,AGUN1G,RW08,GOGIT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,AGUN1G,RW08,AGUNG,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGUN1K,RW26,UXOGI,WA,P,C,E   , ,010,CF, ,BLI,WA,D, ,      ,2928,0620,2610,0080,+,03000,     ,11000,-,230,    ,   ,WADY,WA,P,A, , , , ;
