SID:010,4,ANCOL5,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANCOL5,RW05,MOBEL,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW05,BIRLI,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW05,VIDRA,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ANCOL5,RW05,ANCOL,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ANCOL5,RW05,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANCOL5,RW06B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW06B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANCOL5,RW06B,MOBEL,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW06B,BIRLI,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW06B,VIDRA,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ANCOL5,RW06B,ANCOL,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ANCOL5,RW06B,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANCOL5,RW15B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1470,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW15B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANCOL5,RW15B,MIXUT,CY,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW15B,LETOR,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW15B,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANCOL5,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2370,    ,+,01100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,4,ANCOL5,RW23,MIXUT,CY,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW23,LETOR,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW23,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANCOL5,RW24B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2370,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW24B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,4,ANCOL5,RW24B,MIXUT,CY,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW24B,LETOR,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW24B,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANCOL5,RW33L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3270,    ,+,01100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW33L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANCOL5,RW33L,NUBAX,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW33L,TANGU,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW33L,MIXUT,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ANCOL5,RW33L,LETOR,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ANCOL5,RW33L,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANCOL5,RW33R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3270,    ,+,02100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ANCOL5,RW33R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANCOL5,RW33R,NUBAX,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANCOL5,RW33R,TANGU,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANCOL5,RW33R,MIXUT,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ANCOL5,RW33R,LETOR,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ANCOL5,RW33R,GGUCE,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,00970,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,1,ARROW4,RW05, , , , ,    , ,   ,VD, ,YTP,CY,D, ,      ,    ,    ,0550,0057, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW05, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW06B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,00970,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW06B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW15B, , , , ,    , ,   ,VD, ,YTP,CY,D, ,      ,    ,    ,1470,0079,+,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW15B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2370,    ,+,00970,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW23,YTP,CY,D, ,V   , ,   ,FD, ,YTP,CY,D, ,      ,0000,0000,2400,0039, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARROW4,RW23, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW24L,DE24L,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW24L, , , , ,    , ,   ,VD, ,YYZ,CY,D, ,      ,    ,    ,2370,0016, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARROW4,RW24L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW24R,DE24R,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW24R, , , , ,    , ,   ,VD, ,YYZ,CY,D, ,      ,    ,    ,2370,0016, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARROW4,RW24R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW33L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3270,    ,+,01100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW33L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARROW4,RW33R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3270,    ,+,02100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARROW4,RW33R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AVSEP7,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,AVSEP7,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AVSEP7,RW05,KEDSI,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AVSEP7,RW05,DUVKO,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AVSEP7,RW05,AVSEP,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AVSEP7,RW05,NUGOP,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AVSEP7,RW06B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
