SID:020,5,LMB2M,RW02,BT202,LF,P,C,E C , ,   ,CF, ,TBO,LF,D, ,      ,2240,0073,0200,0035,+,02500,     ,05000,-,205,    ,   ,VADSU,LF,E,A, , , , ;
SID:030,5,LMB2M,RW02,LMB,LF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LMB2N,RW02, , , , ,    , ,   ,VD, ,OS,LF,D, ,      ,    ,    ,0200,0030, ,     ,     ,05000, ,   ,    ,   ,TL,LF,D,B, , , , ;
SID:020,2,LMB2N,RW02,LMB,LF,D, ,VEC , ,   ,CF, ,TBO,LF,D, ,      ,3174,0108,3520,0140, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LMB2S,RW20, , , , ,    , ,   ,VD, ,OS,LF,D, ,      ,    ,    ,2000,0035,-,05000,     ,05000,-,190,    ,   ,TL,LF,D,B, , , , ;
SID:015,2,LMB2S,RW20, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LMB2S,RW20,LMB,LF,D, ,VEC , ,   ,CF, ,TOU,LF,D, ,      ,2580,0593,3440,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,PU2R,RW20,BT420,LF,P,C,EYC , ,   ,CF, ,TBO,LF,D, ,      ,2115,0146,2000,0035,-,05000,     ,05000,-,190,    ,   ,VADSU,LF,E,A, , , , ;
SID:030,5,PU2R,RW20,PU,LF,D,B,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PU2S,RW20, , , , ,    , ,   ,VD, ,OS,LF,D, ,      ,    ,    ,2000,0035,-,05000,     ,05000,-,190,    ,   ,TL,LF,D,B, , , , ;
SID:015,2,PU2S,RW20, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,PU2S,RW20,PU,LF,D,B,EEC , ,   ,CF, ,TBO,LF,D, ,      ,2671,0198,3120,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TOU2R,RW20,BT420,LF,P,C,EYC , ,   ,CF, ,TBO,LF,D, ,      ,2115,0146,2000,0035,-,05000,     ,05000,-,220,    ,   ,VADSU,LF,E,A, , , , ;
SID:035,5,TOU2R,RW20,BT422,LF,P,C,E C ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,TOU2R,RW20,VADSU,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TOU2R,RW20,TOU,LF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TOU2S,RW20, , , , ,    , ,   ,VD, ,OS,LF,D, ,      ,    ,    ,2000,0035,-,05000,     ,05000,-,190,    ,   ,TL,LF,D,B, , , , ;
SID:030,2,TOU2S,RW20,D184L,LF,P,C,E   ,L,   ,CF,Y,TBO,LF,D, ,      ,1840,0120,0590,0050, ,     ,     ,     ,+,120,    ,   , , , , , , , , ;
SID:040,2,TOU2S,RW20,VADSU,LF,E,A,E C ,L,   ,AF, ,TBO,LF,D, ,      ,1490,0120,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TOU2S,RW20,TOU,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,USAK2M,RW02,BT202,LF,P,C,E C , ,   ,CF, ,TBO,LF,D, ,      ,2240,0073,0200,0035,+,02500,     ,05000, ,   ,    ,   ,VADSU,LF,E,A, , , , ;
SID:030,5,USAK2M,RW02,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,USAK2M,RW02,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,USAK2N,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0200,    ,+,01660,     ,05000, ,   ,    ,   ,TL,LF,D,B, , , , ;
SID:020,2,USAK2N,RW02,TL,LF,D,B,E C , ,   ,CF, ,TOU,LF,D, ,      ,2463,0599,0200,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,USAK2N,RW02,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,USAK2N,RW02,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,USAK2R,RW20,BT420,LF,P,C,EYC , ,   ,CF, ,TBO,LF,D, ,      ,2115,0146,2000,0035,-,05000,     ,05000,-,220,    ,   ,VADSU,LF,E,A, , , , ;
SID:020,5,USAK2R,RW20,BT422,LF,P,C,E C ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,USAK2R,RW20,VADSU,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,USAK2R,RW20,TBO,LF,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,USAK2R,RW20,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,USAK2R,RW20,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,USAK2S,RW20, , , , ,    , ,   ,VD, ,OS,LF,D, ,      ,    ,    ,2000,0035,-,05000,     ,05000,-,190,    ,   ,TL,LF,D,B, , , , ;
SID:020,2,USAK2S,RW20,D184L,LF,P,C,E   ,L,   ,CF,Y,TBO,LF,D, ,      ,1840,0120,0590,0050, ,     ,     ,     ,+,120,    ,   , , , , , , , , ;
SID:030,2,USAK2S,RW20,VADSU,LF,E,A,E C ,L,   ,AF, ,TBO,LF,D, ,      ,1490,0120,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,USAK2S,RW20,TBO,LF,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,USAK2S,RW20,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,USAK2S,RW20,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AGN7R,ALL,AGN,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   ,TEPTI,LF,E,A, , , , ;
STAR:020,5,AGN7R,ALL,D215T,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AGN7R,ALL,TEPTI,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL070,     ,-,250,    ,   , , , , , , , , ;
STAR:020,2,SOVO7C,ALL,SOVOS,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   ,PU,LF,D,B, , , , ;
STAR:030,2,SOVO7C,ALL,ORTEZ,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:040,2,SOVO7C,ALL,D087I,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,SOVO7C,ALL,ATWIX,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:060,2,SOVO7C,ALL,ARSIG,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:020,5,SOVO7R,ALL,SOVOS,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   ,ATWIX,LF,E,A, , , , ;
