APPCH:010,A,I01-Z,D001J,D001J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D001J,D206J,SG,P,C,E   ,L,   ,AF, ,VME,SG,D, ,      ,2060,0100,0010,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D001J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D046J,D046J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D046J,D181J,SG,P,C,E   ,R,   ,AF, ,VME,SG,D, ,      ,1810,0100,0460,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D046J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D091J,D091J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D091J,D181J,SG,P,C,E   ,R,   ,AF, ,VME,SG,D, ,      ,1810,0100,0910,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D091J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D136J,D136J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D136J,D181J,SG,P,C,E   ,R,   ,AF, ,VME,SG,D, ,      ,1810,0100,1360,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D136J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D161J,D161J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D161J,D181J,SG,P,C,E   ,R,   ,AF, ,VME,SG,D, ,      ,1810,0100,1610,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D161J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D226J,D226J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D226J,D206J,SG,P,C,E   ,L,   ,AF, ,VME,SG,D, ,      ,2060,0100,2260,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D226J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D271J,D271J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D271J,D206J,SG,P,C,E   ,L,   ,AF, ,VME,SG,D, ,      ,2060,0100,2710,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D271J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,D316J,D316J,SG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01-Z,D316J,D206J,SG,P,C,E   ,L,   ,AF, ,VME,SG,D, ,      ,2060,0100,3160,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I01-Z,D316J, , , , , E  , ,   ,VI, ,IMCL,SG,P,I,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01-Z,ME116,ME116,SG,P,C,EECH,R,   ,HF, , , , , ,      ,    ,    ,0130,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I01-Z, ,ME116,SG,P,C,E CI, ,   ,IF, ,IMCL,SG,P,I,      ,1919,0110,    ,    ,J,03000,02200,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I01-Z, ,ME115,SG,P,C,E CF, ,   ,CF, ,IMCL,SG,P,I,      ,1919,0071,0130,0040,H,02200,02200,     , ,   ,-300,   ,VME,SG,D, , ,0,D,S;
APPCH:030,I,I01-Z, ,RW01,SG,P,G,G  M, ,   ,CF, ,IMCL,SG,P,I,      ,1918,0020,0130,0051, ,00605,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I01-Z, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,0130,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I01-Z, ,VME,SG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I01-Z, ,VME,SG,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,1930,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R01-Z,DIDIP,DIDIP,SG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01-Z,DIDIP,VASIK,SG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R01-Z,ELALA,ELALA,SG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01-Z,ELALA,VASIK,SG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R01-Z,NIPKA,NIPKA,SG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01-Z,NIPKA,VASIK,SG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R01-Z, ,VASIK,SG,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R01-Z, ,BUPNI,SG,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0130,0050,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R01-Z, ,RW01,SG,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0130,0050, ,00604,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R01-Z, ,VOVGI,SG,P,C,E M , ,010,CF, ,VME,SG,D, ,      ,0115,0179,0130,0189,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R01-Z, ,VOVGI,SG,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1930,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19-Z,BUXAG,BUXAG,SG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19-Z,BUXAG,SUGVO,SG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
