SID:010,5,BADO2R,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,5,BADO2R,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BADO2R,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BADO2R,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BADO2R,RW06,LERMA,LF,E,A,E   , ,   ,FM, ,STP,LF,D, ,      ,0967,0209,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BADO2R,RW06,AMIRO,LF,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BADO2R,RW06,BADOD,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BODR2R,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,5,BODR2R,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BODR2R,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BODR2R,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BODR2R,RW06,LERMA,LF,E,A,E   , ,   ,FM, ,STP,LF,D, ,      ,0967,0209,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BODR2R,RW06,AMIRO,LF,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BODR2R,RW06,BODRU,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IRMA2R,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,5,IRMA2R,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IRMA2R,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IRMA2R,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IRMA2R,RW06,LERMA,LF,E,A,E   , ,   ,FM, ,STP,LF,D, ,      ,0967,0209,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IRMA2R,RW06,BARSO,LF,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IRMA2R,RW06,IRMAR,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LANK2G,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,2,LANK2G,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LANK2G,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LANK2G,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LANK2G,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LANK2G,RW06,RUBIT,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,2,LANK2G,RW06,CUERS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LANK2G,RW06,LANKO,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LANK2R,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,5,LANK2R,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LANK2R,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LANK2R,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LANK2R,RW06,LERMA,LF,E,A,E   , ,   ,FM, ,STP,LF,D, ,      ,0967,0209,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LANK2R,RW06,RUBIT,LF,E,A,E   ,E,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LANK2R,RW06,CUERS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LANK2R,RW06,LANKO,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LONS2G,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,2,LONS2G,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LONS2G,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LONS2G,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LONS2G,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LONS2G,RW06,OMARD,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LONS2G,RW06,MERLU,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,LONS2G,RW06,LONSU,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LONS2R,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,5,LONS2R,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LONS2R,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LONS2R,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LONS2R,RW06,LERMA,LF,E,A,E   , ,   ,FM, ,STP,LF,D, ,      ,0967,0209,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LONS2R,RW06,OMARD,LF,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:071,5,LONS2R,RW06,MERLU,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LONS2R,RW06,LONSU,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOST2G,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
SID:020,2,NOST2G,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOST2G,RW06,STP,LF,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NOST2G,RW06,LERMA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NOST2G,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NOST2G,RW06,PIGOS,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,NOST2G,RW06,NOSTA,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOST2R,RW06,DER06,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,STP,LF,D, , , , , ;
