APPCH:030,D,D35, ,MD35,LP,P,C,EY M, ,   ,CF, ,CAS,LP,D, ,      ,1680,0024,3480,0047, ,00518,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D35, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3480,    ,+,00730,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:043,D,D35, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2770,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:045,D,D35, ,D258H,LP,P,C,EY  , ,   ,CF, ,CAS,LP,D, ,      ,2580,0078,2580,0075, ,03000,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:050,D,D35, ,D258H,LP,P,C,E   , ,   ,FD, ,CAS,LP,D, ,      ,2580,0078,2580,0099, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:052,D,D35, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2580,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:055,D,D35, ,D227L,LP,P,C,EY  ,L,   ,AF, ,CAS,LP,D, ,      ,2245,0119,2580,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D35, ,EKMAR,LP,E,A,E   , ,   ,CF, ,LIS,LP,D, ,      ,2225,0260,2220,0020, ,03000,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:070,D,D35, ,EKMAR,LP,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,0420,0030,+,03000,     ,     ,-,170,    ,   , , , , , ,0, ,S;
APPCH:010,A,R35,CEFOX,CEFOX,LP,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,CEFOX,OXFIN,LP,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R35, ,OXFIN,LP,E,A,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R35, ,ZEZZU,LP,E,A,E  F, ,010,TF, , , , , ,      ,    ,    ,3470,0038, ,02000,     ,     , ,   ,    ,   ,CAS,LP,D, , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R35, ,RW35,LP,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3470,0053, ,00327,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R35, ,CS460,LP,P,C,E M ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,130,    ,   , , , , , ,A,J,S;
APPCH:050,R,R35, ,EKMAR,LP,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R35, ,EKMAR,LP,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,0420,T010,+,03000,     ,     ,-,170,    ,   , , , , , ,A,J,S;
RWY:RW17 ,-1100,      ,00325, ,    , ,   ;N38434613,W009212448,0623;
RWY:RW35 ,+1100,      ,00287, ,    , ,   ;N38430841,W009211074,0000;
