SID:010,5,BKK1A,RW18,DER18,VT,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,VTBU,VT,P,A, , , , ;
SID:020,5,BKK1A,RW18, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1850,    ,+,02000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,BKK1A,RW18,SABNA,VT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,BKK1A,RW18,ADMEL,VT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BKK1A,RW18,MUNEG,VT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,280,    ,   , , , , , , , , ;
SID:060,5,BKK1A,RW18,DADBU,VT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL160,FL130,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BKK1A,RW18,ENKAB,VT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BKK1A,RW18,BKK,VT,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BKK1B,RW36,DER36,VT,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,VTBU,VT,P,A, , , , ;
SID:020,5,BKK1B,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0050,    ,+,02500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,BKK1B,RW36,DUNAP,VT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BKK1B,RW36,LAGID,VT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
